,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error,epoch
0,0.0530890988007392,0.15676778554916382,0.05308909714221954,0.0591701976954937,0.18819671869277954,0.0591701976954937,0
1,0.03736948645482325,0.14837178587913513,0.037369485944509506,0.05095066875219345,0.14665725827217102,0.05095066875219345,1
2,0.031609805377378855,0.11698739975690842,0.031609803438186646,0.042662978172302246,0.14260396361351013,0.042662978172302246,2
3,0.02888114181385465,0.12387596815824509,0.028881141915917397,0.03945111483335495,0.14845219254493713,0.03945111483335495,3
4,0.0312079950809887,0.13407741487026215,0.031207995489239693,0.03679632022976875,0.13518238067626953,0.03679632022976875,4
5,0.028767460880622472,0.12463334202766418,0.028767460957169533,0.035818539559841156,0.13626210391521454,0.035818539559841156,5
6,0.022783511407571296,0.10653369873762131,0.022783510386943817,0.042810484766960144,0.1607806235551834,0.042810484766960144,6
7,0.02634719703091334,0.11718880385160446,0.026347195729613304,0.038725342601537704,0.14467035233974457,0.038725342601537704,7
8,0.022159624774621366,0.1089005097746849,0.022159622982144356,0.03953588381409645,0.13910521566867828,0.03953588381409645,8
9,0.024641264000371713,0.1121198832988739,0.024641262367367744,0.0331871472299099,0.12758930027484894,0.0331871472299099,9
10,0.01992407905524724,0.09507526457309723,0.01992407813668251,0.03274456784129143,0.13154244422912598,0.03274456784129143,10
11,0.018705527846739716,0.09099677205085754,0.01870552822947502,0.028088048100471497,0.11271480470895767,0.028088048100471497,11
12,0.021656952237021434,0.09897211194038391,0.021656952798366547,0.02681913785636425,0.10768603533506393,0.02681913785636425,12
13,0.018000576670651566,0.08875753730535507,0.01800057664513588,0.035514988005161285,0.15588343143463135,0.035514988005161285,13
14,0.020892418436195753,0.10586848855018616,0.020892417058348656,0.029785141348838806,0.13475307822227478,0.029785141348838806,14
15,0.015927217326650065,0.08407951146364212,0.01592721790075302,0.023494476452469826,0.10264014452695847,0.023494476452469826,15
16,0.016608887492385628,0.09527727961540222,0.016608886420726776,0.021836096420884132,0.10213085263967514,0.021836096420884132,16
17,0.013635955317175551,0.08412166684865952,0.013635954819619656,0.024760158732533455,0.12226105481386185,0.024760158732533455,17
18,0.015264529122473442,0.08417905867099762,0.015264528803527355,0.024515405297279358,0.12436601519584656,0.024515405297279358,18
19,0.013570593044876235,0.07902351766824722,0.013570592738687992,0.017589524388313293,0.09489795565605164,0.017589524388313293,19
20,0.01221893166434275,0.0774243101477623,0.012218930758535862,0.017175517976284027,0.08844757825136185,0.017175517976284027,20
21,0.011504864486010924,0.07249356806278229,0.011504865251481533,0.016858316957950592,0.09855034947395325,0.016858316957950592,21
22,0.010177082496963134,0.06759025901556015,0.010177082382142544,0.01589062064886093,0.0964919924736023,0.01589062064886093,22
23,0.009588694365771666,0.06605342775583267,0.0095886941999197,0.014050643891096115,0.08652397245168686,0.014050643891096115,23
24,0.00939832408338377,0.07114939391613007,0.0093983244150877,0.013072632253170013,0.08390920609235764,0.013072632253170013,24
25,0.009367299738199743,0.07255639880895615,0.009367299266159534,0.013756703585386276,0.08953361213207245,0.013756703585386276,25
26,0.008580534144827765,0.06668149679899216,0.008580534718930721,0.012097989208996296,0.07971439510583878,0.012097989208996296,26
27,0.008194778395229823,0.06352730840444565,0.008194778114557266,0.012118320912122726,0.07431008666753769,0.012118320912122726,27
28,0.008009936737075243,0.06207194924354553,0.008009936660528183,0.012183761224150658,0.08421057462692261,0.012183761224150658,28
29,0.0075132913428218396,0.06018723547458649,0.007513291202485561,0.01104746013879776,0.08291326463222504,0.01104746013879776,29
30,0.006683839191618847,0.057878900319337845,0.006683839485049248,0.010043425485491753,0.07260137796401978,0.010043425485491753,30
31,0.006483086933420129,0.05770557373762131,0.006483086850494146,0.010197144001722336,0.07012373954057693,0.010197144001722336,31
32,0.006365093695994926,0.05706052854657173,0.006365093868225813,0.00990456622093916,0.07232943177223206,0.00990456622093916,32
33,0.00599627201254033,0.05511308088898659,0.005996271967887878,0.009035918861627579,0.07048424333333969,0.009035918861627579,33
34,0.005749951869453469,0.055113211274147034,0.005749952048063278,0.008297101594507694,0.06462007015943527,0.008297101594507694,34
35,0.0053998331781731895,0.051979124546051025,0.005399832967668772,0.008887911215424538,0.07628527283668518,0.008887911215424538,35
36,0.005326136305596526,0.05320775508880615,0.005326136481016874,0.008097540587186813,0.0671333521604538,0.008097540587186813,36
37,0.0047597551322861075,0.04987531900405884,0.004759754985570908,0.00829656608402729,0.06425955146551132,0.00829656608402729,37
38,0.005469298320312104,0.05288541316986084,0.005469298455864191,0.00799937080591917,0.06420860439538956,0.00799937080591917,38
39,0.004605300038772291,0.04921747371554375,0.0046052997931838036,0.008758402429521084,0.07230446487665176,0.008758402429521084,39
40,0.004351504580819444,0.04819365590810776,0.004351504612714052,0.007933761924505234,0.0637153834104538,0.007933761924505234,40
41,0.004347691580347002,0.04666096717119217,0.004347691778093576,0.006915344391018152,0.05854126065969467,0.006915344391018152,41
42,0.004137870787056035,0.04645618796348572,0.004137870855629444,0.007538476027548313,0.06781434267759323,0.007538476027548313,42
43,0.004192323441464097,0.04837140068411827,0.004192323889583349,0.00723062502220273,0.06237618997693062,0.00723062502220273,43
44,0.0036819363108593715,0.044059768319129944,0.0036819365341216326,0.007703039795160294,0.0618179515004158,0.007703039795160294,44
45,0.003946449052644511,0.044754836708307266,0.003946448676288128,0.007702619303017855,0.06157882511615753,0.007702619303017855,45
46,0.003567964508364054,0.04405781626701355,0.003567964769899845,0.008601134642958641,0.07313558459281921,0.008601134642958641,46
47,0.004013658989195342,0.04726465046405792,0.004013659432530403,0.006914134137332439,0.05826166272163391,0.006914134137332439,47
48,0.003237698131483303,0.04112957417964935,0.0032376982271671295,0.0070461081340909,0.05517569184303284,0.0070461081340909,48
49,0.0033483965934751783,0.04342774301767349,0.003348396625369787,0.007077876944094896,0.05567672848701477,0.007077876944094896,49
50,0.0032007497996857314,0.04107009992003441,0.0032007498666644096,0.006549818906933069,0.053275398910045624,0.006549818906933069,50
51,0.002993397676220087,0.03858093172311783,0.0029933976475149393,0.007043583784252405,0.06032727286219597,0.007043583784252405,51
52,0.003513504285365343,0.043982766568660736,0.003513504285365343,0.006455289665609598,0.0538778156042099,0.006455289665609598,52
53,0.003185937716944577,0.03910291939973831,0.0031859378796070814,0.0064490316435694695,0.05153284966945648,0.0064490316435694695,53
54,0.0028360503189878102,0.03699101507663727,0.002836050232872367,0.007773691322654486,0.056833963841199875,0.007773691322654486,54
55,0.003068966254406953,0.03856341540813446,0.003068966092541814,0.0071312920190393925,0.05814366042613983,0.0071312920190393925,55
56,0.0030320785582473833,0.04016740247607231,0.0030320785008370876,0.006212787237018347,0.05482981353998184,0.006212787237018347,56
57,0.0026377452001587983,0.036441870033741,0.0026377453468739986,0.006266843061894178,0.060311201959848404,0.006266843061894178,57
58,0.0025333563457498303,0.0375787727534771,0.002533356426283717,0.004892250522971153,0.047927018254995346,0.004892250522971153,58
59,0.0028186014611018845,0.03573392331600189,0.0028186016716063023,0.005312534049153328,0.04974329471588135,0.005312534049153328,59
60,0.00240019846178132,0.03415348008275032,0.0024001984857022762,0.006460064090788364,0.054223302751779556,0.006460064090788364,60
61,0.0023086672195884055,0.03536444902420044,0.0023086671717464924,0.00639669643715024,0.05342879891395569,0.00639669643715024,61
62,0.002230385815954372,0.03366894647479057,0.002230385784059763,0.005798029247671366,0.05203321948647499,0.005798029247671366,62
63,0.002194013287096399,0.03324228897690773,0.002194013213738799,0.0050603365525603294,0.047780442982912064,0.0050603365525603294,63
64,0.0020762366459590115,0.03268095478415489,0.0020762367639690638,0.004954782780259848,0.04954223707318306,0.004954782780259848,64
65,0.0020549478398457373,0.032407246530056,0.002054947894066572,0.00521491002291441,0.04875661060214043,0.00521491002291441,65
66,0.0018733583090903415,0.03151008486747742,0.0018733582692220807,0.005891499575227499,0.04958794265985489,0.005891499575227499,66
67,0.0018301985528772977,0.030046015977859497,0.0018301985692232847,0.006187485530972481,0.0521203950047493,0.006187485530972481,67
68,0.001985484439152459,0.031769558787345886,0.0019854845013469458,0.005840620491653681,0.047725677490234375,0.005840620491653681,68
69,0.0017231281843572244,0.029317490756511688,0.0017231282545253634,0.006095189601182938,0.04883398860692978,0.006095189601182938,69
70,0.0019406489023224337,0.03143024072051048,0.001940649002790451,0.0056394427083432674,0.046590447425842285,0.0056394427083432674,70
71,0.0016005903750351848,0.0286830086261034,0.0016005904180929065,0.005196814425289631,0.04556839168071747,0.005196814425289631,71
72,0.0016896418927313938,0.029945962131023407,0.001689641852863133,0.005246735643595457,0.04529771953821182,0.005246735643595457,72
73,0.001502509448957974,0.02838508039712906,0.0015025093453004956,0.006156132090836763,0.04748398810625076,0.006156132090836763,73
74,0.002179339094317123,0.03242151439189911,0.002179339062422514,0.005963285453617573,0.047066353261470795,0.005963285453617573,74
75,0.0018048183561927857,0.030870996415615082,0.0018048183992505074,0.005708289332687855,0.05313379690051079,0.005708289332687855,75
76,0.002271588979454788,0.03574114665389061,0.0022715888917446136,0.004888319410383701,0.04556739702820778,0.004888319410383701,76
77,0.0016120527472270475,0.029307425022125244,0.0016120527870953083,0.005850556306540966,0.0538153201341629,0.005850556306540966,77
78,0.001729874152447773,0.030817655846476555,0.0017298741731792688,0.0045687006786465645,0.04481932148337364,0.0045687006786465645,78
79,0.0017443370514179338,0.030292106792330742,0.001744337030686438,0.004630639683455229,0.0459580272436142,0.004630639683455229,79
80,0.0016183749938460245,0.02838033251464367,0.0016183749539777637,0.005922544747591019,0.05081596225500107,0.005922544747591019,80
81,0.0018840703797488383,0.03222907707095146,0.001884070341475308,0.0045783077366650105,0.04247014597058296,0.0045783077366650105,81
82,0.001543873330986459,0.028059273958206177,0.0015438733389601111,0.004602344240993261,0.046465784311294556,0.004602344240993261,82
83,0.0015439137629845677,0.02709611877799034,0.001543913851492107,0.005248401779681444,0.04598560184240341,0.005248401779681444,83
84,0.0013407350355146886,0.02627705968916416,0.0013407350052148104,0.00510045513510704,0.045929137617349625,0.00510045513510704,84
85,0.0012831843381568993,0.02494850568473339,0.0012831842759624124,0.004829172510653734,0.045363642275333405,0.004829172510653734,85
86,0.001313988701440394,0.02503371238708496,0.001313988701440394,0.004439187236130238,0.043494656682014465,0.004439187236130238,86
87,0.0014636188375521195,0.02629491500556469,0.001463618827983737,0.004563548602163792,0.04225568473339081,0.004563548602163792,87
88,0.0013402239136455249,0.025834279134869576,0.0013402239419519901,0.004903038963675499,0.0429413802921772,0.004903038963675499,88
89,0.0011887514117741574,0.024298835545778275,0.0011887513101100922,0.005122347269207239,0.04642268270254135,0.005122347269207239,89
90,0.0012448569751752872,0.024897251278162003,0.0012448569759726524,0.0051413774490356445,0.04580354318022728,0.0051413774490356445,90
91,0.001220487016699698,0.0240058284252882,0.0012204869417473674,0.0046555036678910255,0.042357806116342545,0.0046555036678910255,91
92,0.001140947814884098,0.023188186809420586,0.0011409478029236197,0.004156896378844976,0.04221424087882042,0.004156896378844976,92
93,0.0014499723927232705,0.026066789403557777,0.00144997239112854,0.004368989262729883,0.042643167078495026,0.004368989262729883,93
94,0.0011363924729752622,0.023791611194610596,0.0011363924713805318,0.005277066957205534,0.04498527944087982,0.005277066957205534,94
95,0.0012590416423236466,0.0249740332365036,0.0012590417172759771,0.005721979308873415,0.04776974022388458,0.005721979308873415,95
96,0.0015275938522504413,0.027273474261164665,0.0015275938203558326,0.005842836108058691,0.05304331332445145,0.005842836108058691,96
97,0.0016957842936254528,0.029404127970337868,0.0016957842744886875,0.005055252928286791,0.04338889941573143,0.005055252928286791,97
98,0.001165277755991492,0.02295614778995514,0.0011652777902781963,0.005061621777713299,0.045623015612363815,0.005061621777713299,98
99,0.0012528130940914358,0.02546592801809311,0.0012528130318969488,0.004606306552886963,0.04210483655333519,0.004606306552886963,99
100,0.0011214896580459524,0.023842504248023033,0.0011214896803721786,0.004363881424069405,0.041476912796497345,0.004363881424069405,100
101,0.0012148502474165943,0.024477563798427582,0.001214850228279829,0.004786423873156309,0.04129693657159805,0.004786423873156309,101
102,0.0010764993773454367,0.02252180688083172,0.001076499349437654,0.0051331366412341595,0.043959639966487885,0.0051331366412341595,102
