,Yield Strengh,UTS,Cr %,Depth,Strikes/mm2,Static Force,Amplitude,Residual Stress,Predict
0,185,9.42,16.35,50,20000.0,120,50,-1096.60319,-1077.3955
1,185,9.42,16.35,150,20000.0,120,50,-806.0418452,-738.94226
2,185,9.42,16.35,250,20000.0,120,50,-570.3877726,-544.5791
3,185,9.42,16.35,350,20000.0,120,50,-393.7066416,-368.89243
4,185,9.42,16.35,450,20000.0,120,50,-273.3368343,-244.8849
5,185,9.42,16.35,550,20000.0,120,50,-199.883917,-136.88634
6,185,9.42,16.35,650,20000.0,120,50,-163.9645118,-100.012505
7,185,9.42,16.35,750,20000.0,120,50,-140.1094497,-82.275185
8,185,9.42,16.35,850,20000.0,120,50,-113.56789479999999,-64.5296
9,185,9.42,16.35,950,20000.0,120,50,-88.37787789,-46.7775
10,185,9.42,16.35,1050,20000.0,120,50,-59.16364943,-29.02068
11,185,9.42,16.35,1150,20000.0,120,50,-35.31135126,-11.260926
12,185,9.42,16.35,1250,20000.0,120,50,-8.761504657,6.4999366
13,185,9.42,16.35,1350,20000.0,120,50,7.047898067999999,24.260227
14,185,9.42,16.35,1450,20000.0,120,50,25.543793700000002,42.01796
15,185,9.42,16.35,1550,20000.0,120,50,43.98993947,59.77154
16,250,17.62,18.84,0,5714.3,80,30,-1882.9172370000001,-1720.76
17,250,17.62,18.84,5,5714.3,80,30,-1798.170943,-1698.4335
18,250,17.62,18.84,15,5714.3,80,30,-1757.664959,-1652.2317
19,250,17.62,18.84,20,5714.3,80,30,-1647.132232,-1622.8755
20,250,17.62,18.84,40,5714.3,80,30,-1437.11733,-1468.3494
21,250,17.62,18.84,70,5714.3,80,30,-1179.231225,-1156.3551
22,250,17.62,18.84,90,5714.3,80,30,-983.9739795,-999.1873
23,250,17.62,18.84,100,5714.3,80,30,-862.4233640000001,-932.181
24,250,17.62,18.84,185,5714.3,80,30,-368.81757749999997,-345.24146
25,250,17.62,18.84,265,5714.3,80,30,6.8412708129999995,32.344337
26,250,17.62,18.84,340,5714.3,80,30,279.3271684,370.54504
27,250,17.62,18.84,415,5714.3,80,30,662.3675668999999,569.8094
28,250,17.62,18.84,515,5714.3,80,30,658.3773926,549.9685
29,250,17.62,18.84,600,5714.3,80,30,558.6175923999999,533.0464
30,250,17.62,18.84,680,5714.3,80,30,492.02305369999993,517.0727
31,185,9.42,16.35,0,0.0,0,0,0.0,10.072174
32,185,9.42,16.35,200,0.0,0,0,0.0,12.210053
33,185,9.42,16.35,400,0.0,0,0,0.0,15.252619
34,185,9.42,16.35,600,0.0,0,0,0.0,19.09749
35,185,9.42,16.35,800,0.0,0,0,0.0,22.94226
36,185,9.42,16.35,1000,0.0,0,0,0.0,26.78693
37,185,9.42,16.35,1200,0.0,0,0,0.0,30.63148
38,185,9.42,16.35,1400,0.0,0,0,0.0,34.47584
39,185,9.42,16.35,1600,0.0,0,0,0.0,38.32009
40,185,9.42,16.35,1800,0.0,0,0,0.0,42.164158
41,185,9.42,16.35,2000,0.0,0,0,0.0,46.008007
42,250,17.62,18.84,0,0.0,0,0,0.0,-21.740938
43,250,17.62,18.84,200,0.0,0,0,0.0,71.66048
44,250,17.62,18.84,400,0.0,0,0,0.0,31.165224
45,250,17.62,18.84,600,0.0,0,0,0.0,35.021183
46,250,17.62,18.84,800,0.0,0,0,0.0,18.73772
47,250,17.62,18.84,1000,0.0,0,0,0.0,8.525795
48,250,17.62,18.84,1200,0.0,0,0,0.0,12.370773
49,250,17.62,18.84,1400,0.0,0,0,0.0,16.215694
50,250,17.62,18.84,1600,0.0,0,0,0.0,20.06054
51,250,17.62,18.84,1800,0.0,0,0,0.0,23.90527
52,250,17.62,18.84,2000,0.0,0,0,0.0,27.749952
53,211,11.6,29.9,0,8571.4,50,50,-965.0,-865.4039
54,211,11.6,29.9,25,8571.4,50,50,-741.8372491,-705.54785
55,211,11.6,29.9,50,8571.4,50,50,-554.0228053,-539.1672
56,211,11.6,29.9,75,8571.4,50,50,-412.0354238,-367.9091
57,211,11.6,29.9,100,8571.4,50,50,-247.14118369999997,-253.16072
58,211,11.6,29.9,125,8571.4,50,50,-125.5339892,-137.07141
59,211,11.6,29.9,150,8571.4,50,50,-121.0811753,-45.935917
60,211,11.6,29.9,175,8571.4,50,50,-19.85083147,44.922806
61,211,11.6,29.9,200,8571.4,50,50,119.57985190000001,137.81555
62,211,11.6,29.9,225,8571.4,50,50,134.2260956,198.99925
63,211,11.6,29.9,250,8571.4,50,50,176.88592169999998,207.1489
64,211,11.6,29.9,0,0.0,0,0,0.0,32.5503
65,211,11.6,29.9,200,0.0,0,0,0.0,20.116768
66,211,11.6,29.9,400,0.0,0,0,0.0,14.227086
67,211,11.6,29.9,600,0.0,0,0,0.0,-1.2210381
68,211,11.6,29.9,800,0.0,0,0,0.0,2.6240191
69,211,11.6,29.9,1000,0.0,0,0,0.0,6.469067
70,211,11.6,29.9,1200,0.0,0,0,0.0,10.314081
71,211,11.6,29.9,1400,0.0,0,0,0.0,14.159019
72,211,11.6,29.9,1600,0.0,0,0,0.0,18.003906
73,211,11.6,29.9,1800,0.0,0,0,0.0,21.848738
74,211,11.6,29.9,2000,0.0,0,0,0.0,25.6934
75,684,9.66,17.42,0,0.0,0,0,0.0,-19.317932
76,684,9.66,17.42,200,0.0,0,0,0.0,5.516014
77,684,9.66,17.42,400,0.0,0,0,0.0,10.106378
78,684,9.66,17.42,600,0.0,0,0,0.0,12.753336
79,684,9.66,17.42,800,0.0,0,0,0.0,16.59827
80,684,9.66,17.42,1000,0.0,0,0,0.0,20.443064
81,684,9.66,17.42,1200,0.0,0,0,0.0,24.287838
82,684,9.66,17.42,1400,0.0,0,0,0.0,28.132452
83,684,9.66,17.42,1600,0.0,0,0,0.0,31.976946
84,684,9.66,17.42,1800,0.0,0,0,0.0,35.821312
85,684,9.66,17.42,2000,0.0,0,0,0.0,39.665485
86,314,17.62,18.84,0,8571.4,50,50,-1324.0,-1254.2736
87,684,9.66,17.42,0,40000.0,20,8,-1209.793734,-1228.2001
88,684,9.66,17.42,10,40000.0,20,8,-1218.015666,-1174.6143
89,684,9.66,17.42,30,40000.0,20,8,-1087.467363,-1039.7561
90,684,9.66,17.42,50,40000.0,20,8,-813.3159268999999,-883.341
91,684,9.66,17.42,75,40000.0,20,8,-567.8851175,-676.256
92,684,9.66,17.42,100,40000.0,20,8,-270.23498689999997,-458.64935
93,684,9.66,17.42,150,40000.0,20,8,-100.5221932,-122.04036
94,684,9.66,17.42,200,40000.0,20,8,35.24804178,68.14019
95,684,9.66,17.42,250,40000.0,20,8,298.95561360000005,229.75409
96,684,9.66,17.42,400,40000.0,20,8,220.6266319,251.49998
97,684,9.66,17.42,500,40000.0,20,8,199.7389034,255.66464
