,Yield Strengh,UTS,Cr %,Depth,Strikes/mm2,Static Force,Amplitude,Residual Stress,Predict
0,185,9.42,16.35,50,20000.0,120,50,-1096.60319,-876.76
1,185,9.42,16.35,150,20000.0,120,50,-806.0418452,-610.5663
2,185,9.42,16.35,250,20000.0,120,50,-570.3877726,-455.83896
3,185,9.42,16.35,350,20000.0,120,50,-393.7066416,-271.06894
4,185,9.42,16.35,450,20000.0,120,50,-273.3368343,-199.67372
5,185,9.42,16.35,550,20000.0,120,50,-199.883917,-134.7659
6,185,9.42,16.35,650,20000.0,120,50,-163.9645118,-106.93507
7,185,9.42,16.35,750,20000.0,120,50,-140.1094497,-79.06277
8,185,9.42,16.35,850,20000.0,120,50,-113.56789479999999,-51.159653
9,185,9.42,16.35,950,20000.0,120,50,-88.37787789,-38.38815
10,185,9.42,16.35,1050,20000.0,120,50,-59.16364943,-16.193241
11,185,9.42,16.35,1150,20000.0,120,50,-35.31135126,4.200441
12,185,9.42,16.35,1250,20000.0,120,50,-8.761504657,20.668026
13,185,9.42,16.35,1350,20000.0,120,50,7.047898067999999,37.132706
14,185,9.42,16.35,1450,20000.0,120,50,25.543793700000002,53.592247
15,185,9.42,16.35,1550,20000.0,120,50,43.98993947,67.82517
16,250,17.62,18.84,0,5714.3,70,30,-1882.9172370000001,-1242.7285
17,250,17.62,18.84,5,5714.3,70,30,-1798.170943,-1220.2075
18,250,17.62,18.84,15,5714.3,70,30,-1757.664959,-1173.6527
19,250,17.62,18.84,20,5714.3,70,30,-1647.132232,-1149.6162
20,250,17.62,18.84,40,5714.3,70,30,-1437.11733,-1048.4147
21,250,17.62,18.84,70,5714.3,70,30,-1179.231225,-884.3677
22,250,17.62,18.84,90,5714.3,70,30,-983.9739795,-767.1929
23,250,17.62,18.84,100,5714.3,70,30,-862.4233640000001,-706.1173
24,250,17.62,18.84,185,5714.3,70,30,-368.81757749999997,-151.03542
25,250,17.62,18.84,265,5714.3,70,30,6.8412708129999995,131.11914
26,250,17.62,18.84,340,5714.3,70,30,279.3271684,336.47256
27,250,17.62,18.84,415,5714.3,70,30,662.3675668999999,471.10147
28,250,17.62,18.84,515,5714.3,70,30,658.3773926,483.20258
29,250,17.62,18.84,600,5714.3,70,30,558.6175923999999,479.9565
30,250,17.62,18.84,680,5714.3,70,30,492.02305369999993,476.02158
31,185,9.42,16.35,0,0.0,0,0,0.0,-6.9800143
32,185,9.42,16.35,200,0.0,0,0,0.0,3.4456105
33,185,9.42,16.35,400,0.0,0,0,0.0,14.857037
34,185,9.42,16.35,600,0.0,0,0,0.0,5.311093
35,185,9.42,16.35,800,0.0,0,0,0.0,-5.5748334
36,185,9.42,16.35,1000,0.0,0,0,0.0,-6.06627
37,185,9.42,16.35,1200,0.0,0,0,0.0,-7.724197
38,185,9.42,16.35,1400,0.0,0,0,0.0,-9.3821745
39,185,9.42,16.35,1600,0.0,0,0,0.0,-10.765355
40,185,9.42,16.35,1800,0.0,0,0,0.0,-11.849141
41,185,9.42,16.35,2000,0.0,0,0,0.0,-13.311603
42,250,17.62,18.84,0,0.0,0,0,0.0,21.273022
43,250,17.62,18.84,200,0.0,0,0,0.0,39.043476
44,250,17.62,18.84,400,0.0,0,0,0.0,-22.901123
45,250,17.62,18.84,600,0.0,0,0,0.0,-4.3238735
46,250,17.62,18.84,800,0.0,0,0,0.0,0.73814756
47,250,17.62,18.84,1000,0.0,0,0,0.0,-25.6726
48,250,17.62,18.84,1200,0.0,0,0,0.0,-29.635967
49,250,17.62,18.84,1400,0.0,0,0,0.0,-20.000084
50,250,17.62,18.84,1600,0.0,0,0,0.0,-4.7912765
51,250,17.62,18.84,1800,0.0,0,0,0.0,2.9463184
52,250,17.62,18.84,2000,0.0,0,0,0.0,1.2883877
53,211,11.6,29.9,0,8571.4,50,50,-965.0,-601.7685
54,211,11.6,29.9,25,8571.4,50,50,-741.8372491,-481.07675
55,211,11.6,29.9,50,8571.4,50,50,-554.0228053,-356.54788
56,211,11.6,29.9,75,8571.4,50,50,-412.0354238,-231.76437
57,211,11.6,29.9,100,8571.4,50,50,-247.14118369999997,-150.55919
58,211,11.6,29.9,125,8571.4,50,50,-125.5339892,-73.213806
59,211,11.6,29.9,150,8571.4,50,50,-121.0811753,4.3580794
60,211,11.6,29.9,175,8571.4,50,50,-19.85083147,58.64501
61,211,11.6,29.9,200,8571.4,50,50,119.57985190000001,96.997215
62,211,11.6,29.9,225,8571.4,50,50,134.2260956,135.07407
63,211,11.6,29.9,250,8571.4,50,50,176.88592169999998,173.05296
64,211,11.6,29.9,0,0.0,0,0,0.0,-72.31308
65,211,11.6,29.9,200,0.0,0,0,0.0,9.115472
66,211,11.6,29.9,400,0.0,0,0,0.0,-22.485674
67,211,11.6,29.9,600,0.0,0,0,0.0,-17.133108
68,211,11.6,29.9,800,0.0,0,0,0.0,-5.7217727
69,211,11.6,29.9,1000,0.0,0,0,0.0,2.910973
70,211,11.6,29.9,1200,0.0,0,0,0.0,-25.132221
71,211,11.6,29.9,1400,0.0,0,0,0.0,-14.557398
72,211,11.6,29.9,1600,0.0,0,0,0.0,-12.541422
73,211,11.6,29.9,1800,0.0,0,0,0.0,-14.199311
74,211,11.6,29.9,2000,0.0,0,0,0.0,-15.857061
75,684,9.66,17.42,0,0.0,0,0,0.0,-0.46577674
76,684,9.66,17.42,200,0.0,0,0,0.0,21.681652
77,684,9.66,17.42,400,0.0,0,0,0.0,-27.66432
78,684,9.66,17.42,600,0.0,0,0,0.0,-4.2591734
79,684,9.66,17.42,800,0.0,0,0,0.0,16.698196
80,684,9.66,17.42,1000,0.0,0,0,0.0,-0.98128223
81,684,9.66,17.42,1200,0.0,0,0,0.0,-0.29241663
82,684,9.66,17.42,1400,0.0,0,0,0.0,-1.3788899
83,684,9.66,17.42,1600,0.0,0,0,0.0,-7.325046
84,684,9.66,17.42,1800,0.0,0,0,0.0,-13.271013
85,684,9.66,17.42,2000,0.0,0,0,0.0,-19.216476
86,314,17.62,18.84,0,8571.4,50,50,-1324.0,-1128.6199
87,684,9.66,17.42,0,40000.0,20,8,-1209.793734,-811.7272
88,684,9.66,17.42,10,40000.0,20,8,-1218.015666,-762.38153
89,684,9.66,17.42,30,40000.0,20,8,-1087.467363,-660.4103
90,684,9.66,17.42,50,40000.0,20,8,-813.3159268999999,-554.4337
91,684,9.66,17.42,75,40000.0,20,8,-567.8851175,-417.13382
92,684,9.66,17.42,100,40000.0,20,8,-270.23498689999997,-280.4962
93,684,9.66,17.42,150,40000.0,20,8,-100.5221932,-80.31331
94,684,9.66,17.42,200,40000.0,20,8,35.24804178,120.00153
95,684,9.66,17.42,250,40000.0,20,8,298.95561360000005,180.95853
96,684,9.66,17.42,400,40000.0,20,8,220.6266319,225.14212
97,684,9.66,17.42,500,40000.0,20,8,199.7389034,220.66972
