,Yield Strengh,UTS,Cr %,Depth,Strikes/mm2,Static Force,Amplitude,Residual Stress,Predict
0,185,9.42,16.35,50,20000.0,120,50,-1096.60319,-1069.3926
1,185,9.42,16.35,150,20000.0,120,50,-806.0418452,-734.2674
2,185,9.42,16.35,250,20000.0,120,50,-570.3877726,-501.85022
3,185,9.42,16.35,350,20000.0,120,50,-393.7066416,-343.9689
4,185,9.42,16.35,450,20000.0,120,50,-273.3368343,-252.83568
5,185,9.42,16.35,550,20000.0,120,50,-199.883917,-201.63445
6,185,9.42,16.35,650,20000.0,120,50,-163.9645118,-150.26233
7,185,9.42,16.35,750,20000.0,120,50,-140.1094497,-116.6613
8,185,9.42,16.35,850,20000.0,120,50,-113.56789479999999,-67.0947
9,185,9.42,16.35,950,20000.0,120,50,-88.37787789,-77.74153
10,185,9.42,16.35,1050,20000.0,120,50,-59.16364943,-32.511963
11,185,9.42,16.35,1150,20000.0,120,50,-35.31135126,15.37713
12,185,9.42,16.35,1250,20000.0,120,50,-8.761504657,21.830143
13,185,9.42,16.35,1350,20000.0,120,50,7.047898067999999,20.398207
14,185,9.42,16.35,1450,20000.0,120,50,25.543793700000002,20.820587
15,185,9.42,16.35,1550,20000.0,120,50,43.98993947,21.243116
16,250,17.62,18.84,0,5714.3,70,30,-1882.9172370000001,-1497.025
17,250,17.62,18.84,5,5714.3,70,30,-1798.170943,-1470.6846
18,250,17.62,18.84,15,5714.3,70,30,-1757.664959,-1416.4769
19,250,17.62,18.84,20,5714.3,70,30,-1647.132232,-1388.6094
20,250,17.62,18.84,40,5714.3,70,30,-1437.11733,-1272.0752
21,250,17.62,18.84,70,5714.3,70,30,-1179.231225,-1082.4225
22,250,17.62,18.84,90,5714.3,70,30,-983.9739795,-946.6082
23,250,17.62,18.84,100,5714.3,70,30,-862.4233640000001,-876.0881
24,250,17.62,18.84,185,5714.3,70,30,-368.81757749999997,-222.88745
25,250,17.62,18.84,265,5714.3,70,30,6.8412708129999995,233.83351
26,250,17.62,18.84,340,5714.3,70,30,279.3271684,480.88788
27,250,17.62,18.84,415,5714.3,70,30,662.3675668999999,554.02563
28,250,17.62,18.84,515,5714.3,70,30,658.3773926,562.22943
29,250,17.62,18.84,600,5714.3,70,30,558.6175923999999,546.8927
30,250,17.62,18.84,680,5714.3,70,30,492.02305369999993,532.41833
31,185,9.42,16.35,0,0.0,0,0,0.0,2.8467875
32,185,9.42,16.35,200,0.0,0,0,0.0,-15.891374
33,185,9.42,16.35,400,0.0,0,0,0.0,5.9050727
34,185,9.42,16.35,600,0.0,0,0,0.0,14.126611
35,185,9.42,16.35,800,0.0,0,0,0.0,6.6027784
36,185,9.42,16.35,1000,0.0,0,0,0.0,6.7324176
37,185,9.42,16.35,1200,0.0,0,0,0.0,6.8621306
38,185,9.42,16.35,1400,0.0,0,0,0.0,9.648094
39,185,9.42,16.35,1600,0.0,0,0,0.0,13.84715
40,185,9.42,16.35,1800,0.0,0,0,0.0,18.0459
41,185,9.42,16.35,2000,0.0,0,0,0.0,22.244621
42,250,17.62,18.84,0,0.0,0,0,0.0,-50.189514
43,250,17.62,18.84,200,0.0,0,0,0.0,71.73573
44,250,17.62,18.84,400,0.0,0,0,0.0,38.47315
45,250,17.62,18.84,600,0.0,0,0,0.0,14.758996
46,250,17.62,18.84,800,0.0,0,0,0.0,25.000942
47,250,17.62,18.84,1000,0.0,0,0,0.0,11.268196
48,250,17.62,18.84,1200,0.0,0,0,0.0,-2.4656043
49,250,17.62,18.84,1400,0.0,0,0,0.0,-5.8912225
50,250,17.62,18.84,1600,0.0,0,0,0.0,-5.7616568
51,250,17.62,18.84,1800,0.0,0,0,0.0,-5.63172
52,250,17.62,18.84,2000,0.0,0,0,0.0,-5.4277234
53,211,11.6,29.9,0,8571.4,50,50,-965.0,-804.36896
54,211,11.6,29.9,25,8571.4,50,50,-741.8372491,-635.1244
55,211,11.6,29.9,50,8571.4,50,50,-554.0228053,-459.41885
56,211,11.6,29.9,75,8571.4,50,50,-412.0354238,-313.69843
57,211,11.6,29.9,100,8571.4,50,50,-247.14118369999997,-195.42764
58,211,11.6,29.9,125,8571.4,50,50,-125.5339892,-100.198074
59,211,11.6,29.9,150,8571.4,50,50,-121.0811753,-29.484148
60,211,11.6,29.9,175,8571.4,50,50,-19.85083147,38.03142
61,211,11.6,29.9,200,8571.4,50,50,119.57985190000001,97.86709
62,211,11.6,29.9,225,8571.4,50,50,134.2260956,140.53453
63,211,11.6,29.9,250,8571.4,50,50,176.88592169999998,183.12032
64,211,11.6,29.9,0,0.0,0,0,0.0,-60.68112
65,211,11.6,29.9,200,0.0,0,0,0.0,-2.8975887
66,211,11.6,29.9,400,0.0,0,0,0.0,20.057215
67,211,11.6,29.9,600,0.0,0,0,0.0,36.796444
68,211,11.6,29.9,800,0.0,0,0,0.0,24.761728
69,211,11.6,29.9,1000,0.0,0,0,0.0,12.725942
70,211,11.6,29.9,1200,0.0,0,0,0.0,10.917652
71,211,11.6,29.9,1400,0.0,0,0,0.0,12.744569
72,211,11.6,29.9,1600,0.0,0,0,0.0,14.571247
73,211,11.6,29.9,1800,0.0,0,0,0.0,18.755009
74,211,11.6,29.9,2000,0.0,0,0,0.0,24.650948
75,684,9.66,17.42,0,0.0,0,0,0.0,11.4996805
76,684,9.66,17.42,200,0.0,0,0,0.0,-20.36156
77,684,9.66,17.42,400,0.0,0,0,0.0,-42.774284
78,684,9.66,17.42,600,0.0,0,0,0.0,-32.88577
79,684,9.66,17.42,800,0.0,0,0,0.0,-4.0978003
80,684,9.66,17.42,1000,0.0,0,0,0.0,-3.1124628
81,684,9.66,17.42,1200,0.0,0,0,0.0,-2.1271992
82,684,9.66,17.42,1400,0.0,0,0,0.0,-1.1418606
83,684,9.66,17.42,1600,0.0,0,0,0.0,-0.15689407
84,684,9.66,17.42,1800,0.0,0,0,0.0,0.82822144
