,Yield Strengh,UTS,Cr %,Depth,Strikes/mm2,Static Force,Amplitude,Hardness,Predict
97,684,9.66,17.42,600,0.0,0,0,0.0,2.9832125e-05
98,684,9.66,17.42,800,0.0,0,0,0.0,6.943941e-06
99,684,9.66,17.42,1000,0.0,0,0,0.0,1.5199184e-06
100,684,9.66,17.42,1200,0.0,0,0,0.0,3.2782555e-07
101,684,9.66,17.42,1400,0.0,0,0,0.0,5.9604645e-08
102,684,9.66,17.42,1600,0.0,0,0,0.0,5.9604645e-08
103,684,9.66,17.42,1800,0.0,0,0,0.0,0.0
104,684,9.66,17.42,2000,0.0,0,0,0.0,0.0
105,190,9.42,16.35,0,0.0,0,0,0.0,0.010932028
106,190,9.42,16.35,200,0.0,0,0,0.0,0.0032712817
107,190,9.42,16.35,400,0.0,0,0,0.0,0.0009448528
108,190,9.42,16.35,600,0.0,0,0,0.0,0.00025832653
109,190,9.42,16.35,800,0.0,0,0,0.0,5.8680773e-05
110,190,9.42,16.35,1000,0.0,0,0,0.0,1.3291836e-05
111,190,9.42,16.35,1200,0.0,0,0,0.0,3.0100346e-06
112,190,9.42,16.35,1400,0.0,0,0,0.0,6.2584877e-07
113,190,9.42,16.35,1600,0.0,0,0,0.0,2.0861626e-07
114,190,9.42,16.35,1800,0.0,0,0,0.0,2.9802322e-08
115,190,9.42,16.35,2000,0.0,0,0,0.0,0.0
116,200,9.42,16.35,50,20000.0,120,50,0.37085,0.41779104
117,200,9.42,16.35,150,20000.0,120,50,0.3232,0.33042848
118,200,9.42,16.35,250,20000.0,120,50,0.2515,0.25174055
119,200,9.42,16.35,350,20000.0,120,50,0.2092,0.18313113
120,200,9.42,16.35,450,20000.0,120,50,0.05725,0.10044938
121,200,9.42,16.35,550,20000.0,120,50,0.015,0.05157885
122,200,9.42,16.35,650,20000.0,120,50,0.0075,0.025802791
123,200,9.42,16.35,750,20000.0,120,50,0.0,0.012735158
124,200,9.42,16.35,850,20000.0,120,50,0.0032,0.00624308
125,200,9.42,16.35,950,20000.0,120,50,0.0,0.0030770898
126,200,9.42,16.35,1050,20000.0,120,50,0.0,0.0016206801
127,200,9.42,16.35,1150,20000.0,120,50,0.0,0.0008684993
128,200,9.42,16.35,1250,20000.0,120,50,0.0,0.00046836736
129,200,9.42,16.35,1350,20000.0,120,50,0.0,0.0002525308
130,200,9.42,16.35,1500,20000.0,120,50,0.0,9.99613e-05
