,Yield Strengh,UTS,Cr %,Depth,Strikes/mm2,Static Force,Amplitude,Hardness,Predict
0,211,11.6,29.9,0,8571.4,50,50,0.8764928909999999,0.78766817
1,211,11.6,29.9,50,8571.4,50,50,0.779241706,0.7592317
2,211,11.6,29.9,100,8571.4,50,50,0.64943128,0.7038325
3,211,11.6,29.9,150,8571.4,50,50,0.504312796,0.64170194
4,211,11.6,29.9,200,8571.4,50,50,0.49687203799999996,0.57441866
5,211,11.6,29.9,250,8571.4,50,50,0.44928909999999994,0.50426143
6,211,11.6,29.9,300,8571.4,50,50,0.401706161,0.43393594
7,211,11.6,29.9,250,8571.4,50,50,0.36369668200000005,0.50426143
8,211,11.6,29.9,400,8571.4,50,50,0.362037915,0.30332312
9,211,11.6,29.9,440,8571.4,50,50,0.287677725,0.25772852
10,211,11.6,29.9,500,8571.4,50,50,0.215260664,0.18570018
11,211,11.6,29.9,550,8571.4,50,50,0.11985782,0.12791643
12,211,11.6,29.9,600,8571.4,50,50,0.079952607,0.0859977
13,211,11.6,29.9,650,8571.4,50,50,0.032369668,0.056919396
14,211,11.6,29.9,700,8571.4,50,50,0.019241706,0.037272304
15,211,11.6,29.9,750,8571.4,50,50,0.007962085,0.024232656
16,211,11.6,29.9,800,8571.4,50,50,0.0,0.015680581
17,211,11.6,29.9,850,8571.4,50,50,0.0,0.010115355
18,211,11.6,29.9,900,8571.4,50,50,0.0,0.0065122247
19,211,11.6,29.9,950,8571.4,50,50,0.0,0.004187107
20,211,11.6,29.9,1000,8571.4,50,50,0.0,0.0026899278
21,211,11.6,29.9,0,0.0,0,0,0.0,0.016905427
22,211,11.6,29.9,200,0.0,0,0,0.0,0.004531592
23,211,11.6,29.9,400,0.0,0,0,0.0,0.0012378097
24,211,11.6,29.9,600,0.0,0,0,0.0,0.00034818053
25,211,11.6,29.9,800,0.0,0,0,0.0,9.790063e-05
26,211,11.6,29.9,1000,0.0,0,0,0.0,2.7507544e-05
27,211,11.6,29.9,1200,0.0,0,0,0.0,6.765127e-06
28,211,11.6,29.9,1400,0.0,0,0,0.0,1.4901161e-06
29,211,11.6,29.9,1600,0.0,0,0,0.0,3.2782555e-07
30,211,11.6,29.9,1800,0.0,0,0,0.0,1.4901161e-07
31,211,11.6,29.9,2000,0.0,0,0,0.0,0.0
32,314,17.62,18.84,0,8571.4,50,50,0.452229299,0.497594
33,314,17.62,18.84,0,0.0,0,0,0.0,0.00297153
34,250,17.62,18.84,0,5714.3,80,30,0.376,0.4388058
35,250,17.62,18.84,50,5714.3,80,30,0.37200000000000005,0.38119122
36,250,17.62,18.84,100,5714.3,80,30,0.32,0.30648255
37,250,17.62,18.84,150,5714.3,80,30,0.20800000000000002,0.22345948
38,250,17.62,18.84,200,5714.3,80,30,0.12,0.1552346
39,250,17.62,18.84,250,5714.3,80,30,0.024,0.10502243
40,250,17.62,18.84,300,5714.3,80,30,0.032,0.069711655
41,250,17.62,18.84,350,5714.3,80,30,0.0,0.04577455
42,250,17.62,18.84,400,5714.3,80,30,0.0,0.029804707
43,250,17.62,18.84,450,5714.3,80,30,0.0,0.019293815
44,250,17.62,18.84,500,5714.3,80,30,0.0,0.012442112
45,250,17.62,18.84,550,5714.3,80,30,0.0,0.008009821
46,250,17.62,18.84,600,5714.3,80,30,0.0,0.00515157
47,250,17.62,18.84,700,5714.3,80,30,0.0,0.0021817088
48,250,17.62,18.84,800,5714.3,80,30,0.0,0.0009904802
49,250,17.62,18.84,900,5714.3,80,30,0.0,0.0004711151
50,250,17.62,18.84,1000,5714.3,80,30,0.0,0.00022405386
51,250,17.62,18.84,1100,5714.3,80,30,0.0,0.0001065135
52,250,17.62,18.84,1200,5714.3,80,30,0.0,5.0663948e-05
53,250,17.62,18.84,1300,5714.3,80,30,0.0,2.4080276e-05
54,250,17.62,18.84,1400,5714.3,80,30,0.0,1.1473894e-05
55,250,17.62,18.84,1500,5714.3,80,30,0.0,5.453825e-06
56,250,17.62,18.84,1600,5714.3,80,30,0.0,2.592802e-06
57,250,17.62,18.84,1700,5714.3,80,30,0.0,1.1622906e-06
58,250,17.62,18.84,1800,5714.3,80,30,0.0,5.662441e-07
59,250,17.62,18.84,1900,5714.3,80,30,0.0,2.0861626e-07
60,250,17.62,18.84,2000,5714.3,80,30,0.0,1.7881393e-07
61,250,17.62,18.84,0,0.0,0,0,0.0,0.0037745535
62,250,17.62,18.84,200,0.0,0,0,0.0,0.0012513995
63,250,17.62,18.84,400,0.0,0,0,0.0,0.00038349628
64,250,17.62,18.84,600,0.0,0,0,0.0,0.0001078248
65,250,17.62,18.84,800,0.0,0,0,0.0,2.8073788e-05
66,250,17.62,18.84,1000,0.0,0,0,0.0,6.377697e-06
67,250,17.62,18.84,1200,0.0,0,0,0.0,1.4603138e-06
68,250,17.62,18.84,1400,0.0,0,0,0.0,3.5762787e-07
69,250,17.62,18.84,1600,0.0,0,0,0.0,5.9604645e-08
70,250,17.62,18.84,1800,0.0,0,0,0.0,0.0
71,250,17.62,18.84,2000,0.0,0,0,0.0,0.0
72,684,9.66,17.42,0,40000.0,40,16,0.438684211,0.4766888
73,684,9.66,17.42,25,40000.0,40,16,0.43967836299999996,0.4260208
74,684,9.66,17.42,75,40000.0,40,16,0.40112573100000004,0.33010936
75,684,9.66,17.42,125,40000.0,40,16,0.252251462,0.24460688
76,684,9.66,17.42,175,40000.0,40,16,0.15755848,0.17473671
77,684,9.66,17.42,225,40000.0,40,16,0.081432749,0.121611446
78,684,9.66,17.42,275,40000.0,40,16,0.0,0.08301309
79,684,9.66,17.42,325,40000.0,40,16,0.0,0.05588615
80,684,9.66,17.42,375,40000.0,40,16,0.0,0.037747264
81,684,9.66,17.42,425,40000.0,40,16,0.0,0.025382131
82,684,9.66,17.42,475,40000.0,40,16,0.0,0.016996056
83,684,9.66,17.42,525,40000.0,40,16,0.0,0.011348426
84,684,9.66,17.42,575,40000.0,40,16,0.0,0.007562995
85,684,9.66,17.42,625,40000.0,40,16,0.0,0.005033791
86,684,9.66,17.42,675,40000.0,40,16,0.0,0.0033544898
87,684,9.66,17.42,725,40000.0,40,16,0.0,0.00233984
88,684,9.66,17.42,775,40000.0,40,16,0.0,0.0016315877
89,684,9.66,17.42,825,40000.0,40,16,0.0,0.0011374056
90,684,9.66,17.42,875,40000.0,40,16,0.0,0.0007927716
91,684,9.66,17.42,925,40000.0,40,16,0.0,0.00055253506
92,684,9.66,17.42,975,40000.0,40,16,0.0,0.0003851056
93,684,9.66,17.42,1025,40000.0,40,16,0.0,0.00027436018
94,684,9.66,17.42,0,0.0,0,0,0.0,0.0014594793
95,684,9.66,17.42,200,0.0,0,0,0.0,0.0004325211
96,684,9.66,17.42,400,0.0,0,0,0.0,0.00011968613
