,Yield Strengh,UTS,Cr %,Depth,Strikes/mm2,Static Force,Amplitude,Residual Stress,Predict
0,185,9.42,16.35,50,20000.0,120,50,-1096.60319,-1092.0691
1,185,9.42,16.35,150,20000.0,120,50,-806.0418452,-742.81537
2,185,9.42,16.35,250,20000.0,120,50,-570.3877726,-536.8901
3,185,9.42,16.35,350,20000.0,120,50,-393.7066416,-357.5502
4,185,9.42,16.35,450,20000.0,120,50,-273.3368343,-242.22267
5,185,9.42,16.35,550,20000.0,120,50,-199.883917,-200.16356
6,185,9.42,16.35,650,20000.0,120,50,-163.9645118,-157.99025
7,185,9.42,16.35,750,20000.0,120,50,-140.1094497,-115.72643
8,185,9.42,16.35,850,20000.0,120,50,-113.56789479999999,-78.47648
9,185,9.42,16.35,950,20000.0,120,50,-88.37787789,-89.036896
10,185,9.42,16.35,1050,20000.0,120,50,-59.16364943,-69.83935
11,185,9.42,16.35,1150,20000.0,120,50,-35.31135126,-50.480267
12,185,9.42,16.35,1250,20000.0,120,50,-8.761504657,-31.115433
13,185,9.42,16.35,1350,20000.0,120,50,7.047898067999999,-11.746713
14,185,9.42,16.35,1450,20000.0,120,50,25.543793700000002,7.6235676
15,185,9.42,16.35,1550,20000.0,120,50,43.98993947,19.192774
16,250,17.62,18.84,0,5714.3,70,30,-1882.9172370000001,-1525.1978
17,250,17.62,18.84,5,5714.3,70,30,-1798.170943,-1498.6908
18,250,17.62,18.84,15,5714.3,70,30,-1757.664959,-1442.6622
19,250,17.62,18.84,20,5714.3,70,30,-1647.132232,-1412.4913
20,250,17.62,18.84,40,5714.3,70,30,-1437.11733,-1285.6581
21,250,17.62,18.84,70,5714.3,70,30,-1179.231225,-1077.3651
22,250,17.62,18.84,90,5714.3,70,30,-983.9739795,-927.1591
23,250,17.62,18.84,100,5714.3,70,30,-862.4233640000001,-852.40594
24,250,17.62,18.84,185,5714.3,70,30,-368.81757749999997,-278.3593
25,250,17.62,18.84,265,5714.3,70,30,6.8412708129999995,223.64029
26,250,17.62,18.84,340,5714.3,70,30,279.3271684,458.67468
27,250,17.62,18.84,415,5714.3,70,30,662.3675668999999,568.9897
28,250,17.62,18.84,515,5714.3,70,30,658.3773926,591.9388
29,250,17.62,18.84,600,5714.3,70,30,558.6175923999999,579.66626
30,250,17.62,18.84,680,5714.3,70,30,492.02305369999993,556.2618
31,185,9.42,16.35,0,0.0,0,0,0.0,38.550945
32,185,9.42,16.35,200,0.0,0,0,0.0,-20.085447
33,185,9.42,16.35,400,0.0,0,0,0.0,-7.551951
34,185,9.42,16.35,600,0.0,0,0,0.0,-3.3097231
35,185,9.42,16.35,800,0.0,0,0,0.0,-12.634206
36,185,9.42,16.35,1000,0.0,0,0,0.0,-22.407793
37,185,9.42,16.35,1200,0.0,0,0,0.0,-21.253414
38,185,9.42,16.35,1400,0.0,0,0,0.0,-22.928284
39,185,9.42,16.35,1600,0.0,0,0,0.0,-24.603247
40,185,9.42,16.35,1800,0.0,0,0,0.0,-26.278336
41,185,9.42,16.35,2000,0.0,0,0,0.0,-27.952879
42,250,17.62,18.84,0,0.0,0,0,0.0,-34.090015
43,250,17.62,18.84,200,0.0,0,0,0.0,9.876556
44,250,17.62,18.84,400,0.0,0,0,0.0,-9.043205
45,250,17.62,18.84,600,0.0,0,0,0.0,6.1661325
46,250,17.62,18.84,800,0.0,0,0,0.0,27.208601
47,250,17.62,18.84,1000,0.0,0,0,0.0,20.92388
48,250,17.62,18.84,1200,0.0,0,0,0.0,11.599807
49,250,17.62,18.84,1400,0.0,0,0,0.0,2.275415
50,250,17.62,18.84,1600,0.0,0,0,0.0,-39.82645
51,250,17.62,18.84,1800,0.0,0,0,0.0,-43.434658
52,250,17.62,18.84,2000,0.0,0,0,0.0,-45.108955
53,211,11.6,29.9,0,8571.4,50,50,-965.0,-789.8252
54,211,11.6,29.9,25,8571.4,50,50,-741.8372491,-588.93085
55,211,11.6,29.9,50,8571.4,50,50,-554.0228053,-410.0447
56,211,11.6,29.9,75,8571.4,50,50,-412.0354238,-266.08237
57,211,11.6,29.9,100,8571.4,50,50,-247.14118369999997,-164.21439
58,211,11.6,29.9,125,8571.4,50,50,-125.5339892,-81.29533
59,211,11.6,29.9,150,8571.4,50,50,-121.0811753,1.3412989
60,211,11.6,29.9,175,8571.4,50,50,-19.85083147,83.97495
61,211,11.6,29.9,200,8571.4,50,50,119.57985190000001,132.76108
62,211,11.6,29.9,225,8571.4,50,50,134.2260956,179.85173
63,211,11.6,29.9,250,8571.4,50,50,176.88592169999998,208.43382
64,211,11.6,29.9,0,0.0,0,0,0.0,-4.9079432
65,211,11.6,29.9,200,0.0,0,0,0.0,-33.4854
66,211,11.6,29.9,400,0.0,0,0,0.0,-36.421284
67,211,11.6,29.9,600,0.0,0,0,0.0,-17.013947
68,211,11.6,29.9,800,0.0,0,0,0.0,-4.457967
69,211,11.6,29.9,1000,0.0,0,0,0.0,-3.3563266
70,211,11.6,29.9,1200,0.0,0,0,0.0,-12.6806965
71,211,11.6,29.9,1400,0.0,0,0,0.0,-22.004784
72,211,11.6,29.9,1600,0.0,0,0,0.0,-7.9112897
73,211,11.6,29.9,1800,0.0,0,0,0.0,1.1757843
74,211,11.6,29.9,2000,0.0,0,0,0.0,-0.49925494
75,684,9.66,17.42,0,0.0,0,0,0.0,6.377951
