,Yield Strengh,UTS,Cr %,Depth,Strikes/mm2,Static Force,Amplitude,Residual Stress,Predict
76,684,9.66,17.42,200,0.0,0,0,0.0,5.711296
77,684,9.66,17.42,400,0.0,0,0,0.0,0.8021192
78,684,9.66,17.42,600,0.0,0,0,0.0,-24.146126
79,684,9.66,17.42,800,0.0,0,0,0.0,-50.709206
80,684,9.66,17.42,1000,0.0,0,0,0.0,-41.162846
81,684,9.66,17.42,1200,0.0,0,0,0.0,-33.71815
82,684,9.66,17.42,1400,0.0,0,0,0.0,-35.39898
83,684,9.66,17.42,1600,0.0,0,0,0.0,-33.56671
84,684,9.66,17.42,1800,0.0,0,0,0.0,-35.676685
85,684,9.66,17.42,2000,0.0,0,0,0.0,-38.54005
86,314,17.62,18.84,0,8571.4,50,50,-1324.0,-1371.1534
87,684,9.66,17.42,0,40000.0,20,8,-1209.793734,-1186.5897
88,684,9.66,17.42,10,40000.0,20,8,-1218.015666,-1115.8772
89,684,9.66,17.42,30,40000.0,20,8,-1087.467363,-967.62787
90,684,9.66,17.42,50,40000.0,20,8,-813.3159268999999,-810.91724
91,684,9.66,17.42,75,40000.0,20,8,-567.8851175,-604.6788
92,684,9.66,17.42,100,40000.0,20,8,-270.23498689999997,-428.1599
93,684,9.66,17.42,150,40000.0,20,8,-100.5221932,-139.53098
94,684,9.66,17.42,200,40000.0,20,8,35.24804178,33.618614
95,684,9.66,17.42,250,40000.0,20,8,298.95561360000005,125.0631
96,684,9.66,17.42,400,40000.0,20,8,220.6266319,229.87904
97,684,9.66,17.42,500,40000.0,20,8,199.7389034,251.83365
