,Hard-U,Fe %,Cr %,Depth,Strikes/mm2,Static Force,Amplitude,Predict,Gradient
616,200.0,11.6,29.9,616.0,8571.4,50.0,50.0,209.85284,-0.098846435546875
617,200.0,11.6,29.9,617.0,8571.4,50.0,50.0,209.75494,-0.097900390625
618,200.0,11.6,29.9,618.0,8571.4,50.0,50.0,209.65805,-0.096893310546875
619,200.0,11.6,29.9,619.0,8571.4,50.0,50.0,209.56206,-0.0959930419921875
620,200.0,11.6,29.9,620.0,8571.4,50.0,50.0,209.46703,-0.09503173828125
621,200.0,11.6,29.9,621.0,8571.4,50.0,50.0,209.37291,-0.0941162109375
622,200.0,11.6,29.9,622.0,8571.4,50.0,50.0,209.27971,-0.09320068359375
623,200.0,11.6,29.9,623.0,8571.4,50.0,50.0,209.18741,-0.0923004150390625
624,200.0,11.6,29.9,624.0,8571.4,50.0,50.0,209.096,-0.0914154052734375
625,200.0,11.6,29.9,625.0,8571.4,50.0,50.0,209.00552,-0.0904693603515625
626,200.0,11.6,29.9,626.0,8571.4,50.0,50.0,208.91592,-0.089599609375
627,200.0,11.6,29.9,627.0,8571.4,50.0,50.0,208.82718,-0.0887451171875
628,200.0,11.6,29.9,628.0,8571.4,50.0,50.0,208.7393,-0.0878753662109375
629,200.0,11.6,29.9,629.0,8571.4,50.0,50.0,208.65233,-0.08697509765625
630,200.0,11.6,29.9,630.0,8571.4,50.0,50.0,208.56618,-0.086151123046875
631,200.0,11.6,29.9,631.0,8571.4,50.0,50.0,208.4809,-0.0852813720703125
632,200.0,11.6,29.9,632.0,8571.4,50.0,50.0,208.39642,-0.08447265625
633,200.0,11.6,29.9,633.0,8571.4,50.0,50.0,208.31279,-0.0836334228515625
634,200.0,11.6,29.9,634.0,8571.4,50.0,50.0,208.22997,-0.08282470703125
635,200.0,11.6,29.9,635.0,8571.4,50.0,50.0,208.14798,-0.0819854736328125
636,200.0,11.6,29.9,636.0,8571.4,50.0,50.0,208.06676,-0.0812225341796875
637,200.0,11.6,29.9,637.0,8571.4,50.0,50.0,207.98637,-0.08038330078125
638,200.0,11.6,29.9,638.0,8571.4,50.0,50.0,207.90677,-0.0796051025390625
639,200.0,11.6,29.9,639.0,8571.4,50.0,50.0,207.82791,-0.078857421875
640,200.0,11.6,29.9,640.0,8571.4,50.0,50.0,207.74986,-0.0780487060546875
641,200.0,11.6,29.9,641.0,8571.4,50.0,50.0,207.67256,-0.077301025390625
642,200.0,11.6,29.9,642.0,8571.4,50.0,50.0,207.59601,-0.0765533447265625
643,200.0,11.6,29.9,643.0,8571.4,50.0,50.0,207.52022,-0.0757904052734375
644,200.0,11.6,29.9,644.0,8571.4,50.0,50.0,207.4452,-0.07501220703125
645,200.0,11.6,29.9,645.0,8571.4,50.0,50.0,207.37091,-0.0742950439453125
646,200.0,11.6,29.9,646.0,8571.4,50.0,50.0,207.29732,-0.0735931396484375
647,200.0,11.6,29.9,647.0,8571.4,50.0,50.0,207.22449,-0.0728302001953125
648,200.0,11.6,29.9,648.0,8571.4,50.0,50.0,207.15234,-0.0721435546875
649,200.0,11.6,29.9,649.0,8571.4,50.0,50.0,207.08093,-0.0714111328125
650,200.0,11.6,29.9,650.0,8571.4,50.0,50.0,207.01021,-0.0707244873046875
651,200.0,11.6,29.9,651.0,8571.4,50.0,50.0,206.94019,-0.0700225830078125
652,200.0,11.6,29.9,652.0,8571.4,50.0,50.0,206.87085,-0.0693359375
653,200.0,11.6,29.9,653.0,8571.4,50.0,50.0,206.8022,-0.0686492919921875
654,200.0,11.6,29.9,654.0,8571.4,50.0,50.0,206.73424,-0.067962646484375
655,200.0,11.6,29.9,655.0,8571.4,50.0,50.0,206.66695,-0.067291259765625
656,200.0,11.6,29.9,656.0,8571.4,50.0,50.0,206.6003,-0.066650390625
657,200.0,11.6,29.9,657.0,8571.4,50.0,50.0,206.53429,-0.066009521484375
658,200.0,11.6,29.9,658.0,8571.4,50.0,50.0,206.46898,-0.0653076171875
659,200.0,11.6,29.9,659.0,8571.4,50.0,50.0,206.40428,-0.064697265625
660,200.0,11.6,29.9,660.0,8571.4,50.0,50.0,206.34023,-0.064056396484375
661,200.0,11.6,29.9,661.0,8571.4,50.0,50.0,206.27684,-0.063385009765625
662,200.0,11.6,29.9,662.0,8571.4,50.0,50.0,206.21404,-0.06280517578125
663,200.0,11.6,29.9,663.0,8571.4,50.0,50.0,206.15187,-0.062164306640625
664,200.0,11.6,29.9,664.0,8571.4,50.0,50.0,206.09032,-0.061553955078125
665,200.0,11.6,29.9,665.0,8571.4,50.0,50.0,206.02936,-0.0609588623046875
666,200.0,11.6,29.9,666.0,8571.4,50.0,50.0,205.96904,-0.0603179931640625
667,200.0,11.6,29.9,667.0,8571.4,50.0,50.0,205.90927,-0.0597686767578125
668,200.0,11.6,29.9,668.0,8571.4,50.0,50.0,205.85013,-0.05914306640625
669,200.0,11.6,29.9,669.0,8571.4,50.0,50.0,205.79155,-0.0585784912109375
670,200.0,11.6,29.9,670.0,8571.4,50.0,50.0,205.73358,-0.0579681396484375
671,200.0,11.6,29.9,671.0,8571.4,50.0,50.0,205.67615,-0.05743408203125
672,200.0,11.6,29.9,672.0,8571.4,50.0,50.0,205.6193,-0.056854248046875
673,200.0,11.6,29.9,673.0,8571.4,50.0,50.0,205.56297,-0.0563201904296875
674,200.0,11.6,29.9,674.0,8571.4,50.0,50.0,205.5073,-0.0556793212890625
675,200.0,11.6,29.9,675.0,8571.4,50.0,50.0,205.45213,-0.0551605224609375
676,200.0,11.6,29.9,676.0,8571.4,50.0,50.0,205.39746,-0.0546722412109375
677,200.0,11.6,29.9,677.0,8571.4,50.0,50.0,205.34337,-0.0540924072265625
678,200.0,11.6,29.9,678.0,8571.4,50.0,50.0,205.28981,-0.053558349609375
679,200.0,11.6,29.9,679.0,8571.4,50.0,50.0,205.23682,-0.0529937744140625
680,200.0,11.6,29.9,680.0,8571.4,50.0,50.0,205.18431,-0.0525054931640625
681,200.0,11.6,29.9,681.0,8571.4,50.0,50.0,205.13235,-0.0519561767578125
682,200.0,11.6,29.9,682.0,8571.4,50.0,50.0,205.08087,-0.051483154296875
683,200.0,11.6,29.9,683.0,8571.4,50.0,50.0,205.02997,-0.0509033203125
684,200.0,11.6,29.9,684.0,8571.4,50.0,50.0,204.9795,-0.0504608154296875
685,200.0,11.6,29.9,685.0,8571.4,50.0,50.0,204.92915,-0.05035400390625
686,200.0,11.6,29.9,686.0,8571.4,50.0,50.0,204.87914,-0.050018310546875
687,200.0,11.6,29.9,687.0,8571.4,50.0,50.0,204.8295,-0.0496368408203125
688,200.0,11.6,29.9,688.0,8571.4,50.0,50.0,204.7804,-0.049102783203125
689,200.0,11.6,29.9,689.0,8571.4,50.0,50.0,204.73186,-0.0485382080078125
690,200.0,11.6,29.9,690.0,8571.4,50.0,50.0,204.68375,-0.0481109619140625
691,200.0,11.6,29.9,691.0,8571.4,50.0,50.0,204.63617,-0.047576904296875
692,200.0,11.6,29.9,692.0,8571.4,50.0,50.0,204.589,-0.0471649169921875
693,200.0,11.6,29.9,693.0,8571.4,50.0,50.0,204.54236,-0.0466461181640625
694,200.0,11.6,29.9,694.0,8571.4,50.0,50.0,204.49614,-0.0462188720703125
695,200.0,11.6,29.9,695.0,8571.4,50.0,50.0,204.45045,-0.045684814453125
696,200.0,11.6,29.9,696.0,8571.4,50.0,50.0,204.4052,-0.045257568359375
697,200.0,11.6,29.9,697.0,8571.4,50.0,50.0,204.36041,-0.0447845458984375
698,200.0,11.6,29.9,698.0,8571.4,50.0,50.0,204.31602,-0.0443878173828125
699,200.0,11.6,29.9,699.0,8571.4,50.0,50.0,204.27213,-0.0438995361328125
700,200.0,11.6,29.9,700.0,8571.4,50.0,50.0,204.22867,-0.04345703125
701,200.0,11.6,29.9,701.0,8571.4,50.0,50.0,204.18565,-0.0430145263671875
702,200.0,11.6,29.9,702.0,8571.4,50.0,50.0,204.14307,-0.0425872802734375
703,200.0,11.6,29.9,703.0,8571.4,50.0,50.0,204.10057,-0.0424957275390625
704,200.0,11.6,29.9,704.0,8571.4,50.0,50.0,204.05846,-0.0421142578125
705,200.0,11.6,29.9,705.0,8571.4,50.0,50.0,204.01675,-0.0417022705078125
706,200.0,11.6,29.9,706.0,8571.4,50.0,50.0,203.97546,-0.041290283203125
707,200.0,11.6,29.9,707.0,8571.4,50.0,50.0,203.93459,-0.0408782958984375
708,200.0,11.6,29.9,708.0,8571.4,50.0,50.0,203.89412,-0.04046630859375
709,200.0,11.6,29.9,709.0,8571.4,50.0,50.0,203.85414,-0.03997802734375
710,200.0,11.6,29.9,710.0,8571.4,50.0,50.0,203.81445,-0.0396881103515625
711,200.0,11.6,29.9,711.0,8571.4,50.0,50.0,203.77525,-0.0391998291015625
712,200.0,11.6,29.9,712.0,8571.4,50.0,50.0,203.73645,-0.0388031005859375
713,200.0,11.6,29.9,713.0,8571.4,50.0,50.0,203.69803,-0.038421630859375
714,200.0,11.6,29.9,714.0,8571.4,50.0,50.0,203.65994,-0.0380859375
715,200.0,11.6,29.9,715.0,8571.4,50.0,50.0,203.62231,-0.037628173828125
716,200.0,11.6,29.9,716.0,8571.4,50.0,50.0,203.58505,-0.037261962890625
717,200.0,11.6,29.9,717.0,8571.4,50.0,50.0,203.54817,-0.0368804931640625
718,200.0,11.6,29.9,718.0,8571.4,50.0,50.0,203.5117,-0.036468505859375
719,200.0,11.6,29.9,719.0,8571.4,50.0,50.0,203.47557,-0.0361328125
720,200.0,11.6,29.9,720.0,8571.4,50.0,50.0,203.43982,-0.0357513427734375
721,200.0,11.6,29.9,721.0,8571.4,50.0,50.0,203.40442,-0.035400390625
722,200.0,11.6,29.9,722.0,8571.4,50.0,50.0,203.36937,-0.0350494384765625
723,200.0,11.6,29.9,723.0,8571.4,50.0,50.0,203.33482,-0.0345458984375
724,200.0,11.6,29.9,724.0,8571.4,50.0,50.0,203.30063,-0.0341949462890625
725,200.0,11.6,29.9,725.0,8571.4,50.0,50.0,203.26685,-0.033782958984375
726,200.0,11.6,29.9,726.0,8571.4,50.0,50.0,203.23334,-0.03350830078125
727,200.0,11.6,29.9,727.0,8571.4,50.0,50.0,203.20023,-0.033111572265625
728,200.0,11.6,29.9,728.0,8571.4,50.0,50.0,203.16743,-0.0327911376953125
729,200.0,11.6,29.9,729.0,8571.4,50.0,50.0,203.13501,-0.0324249267578125
730,200.0,11.6,29.9,730.0,8571.4,50.0,50.0,203.1029,-0.0321044921875
731,200.0,11.6,29.9,731.0,8571.4,50.0,50.0,203.07106,-0.0318450927734375
732,200.0,11.6,29.9,732.0,8571.4,50.0,50.0,203.03958,-0.0314788818359375
733,200.0,11.6,29.9,733.0,8571.4,50.0,50.0,203.00839,-0.03118896484375
734,200.0,11.6,29.9,734.0,8571.4,50.0,50.0,202.97762,-0.0307769775390625
735,200.0,11.6,29.9,735.0,8571.4,50.0,50.0,202.94711,-0.0305023193359375
736,200.0,11.6,29.9,736.0,8571.4,50.0,50.0,202.91685,-0.0302581787109375
737,200.0,11.6,29.9,737.0,8571.4,50.0,50.0,202.887,-0.0298614501953125
738,200.0,11.6,29.9,738.0,8571.4,50.0,50.0,202.85738,-0.0296173095703125
739,200.0,11.6,29.9,739.0,8571.4,50.0,50.0,202.82811,-0.029266357421875
740,200.0,11.6,29.9,740.0,8571.4,50.0,50.0,202.79904,-0.0290679931640625
741,200.0,11.6,29.9,741.0,8571.4,50.0,50.0,202.77037,-0.0286712646484375
742,200.0,11.6,29.9,742.0,8571.4,50.0,50.0,202.74197,-0.0283966064453125
743,200.0,11.6,29.9,743.0,8571.4,50.0,50.0,202.71387,-0.028106689453125
744,200.0,11.6,29.9,744.0,8571.4,50.0,50.0,202.68602,-0.0278472900390625
745,200.0,11.6,29.9,745.0,8571.4,50.0,50.0,202.65848,-0.0275421142578125
746,200.0,11.6,29.9,746.0,8571.4,50.0,50.0,202.6312,-0.02728271484375
747,200.0,11.6,29.9,747.0,8571.4,50.0,50.0,202.60423,-0.0269622802734375
748,200.0,11.6,29.9,748.0,8571.4,50.0,50.0,202.5775,-0.0267333984375
749,200.0,11.6,29.9,749.0,8571.4,50.0,50.0,202.55109,-0.0264129638671875
750,200.0,11.6,29.9,750.0,8571.4,50.0,50.0,202.5249,-0.02618408203125
751,200.0,11.6,29.9,751.0,8571.4,50.0,50.0,202.499,-0.025909423828125
752,200.0,11.6,29.9,752.0,8571.4,50.0,50.0,202.47336,-0.025634765625
753,200.0,11.6,29.9,753.0,8571.4,50.0,50.0,202.44798,-0.0253753662109375
754,200.0,11.6,29.9,754.0,8571.4,50.0,50.0,202.42282,-0.0251617431640625
755,200.0,11.6,29.9,755.0,8571.4,50.0,50.0,202.398,-0.0248260498046875
756,200.0,11.6,29.9,756.0,8571.4,50.0,50.0,202.3734,-0.02459716796875
757,200.0,11.6,29.9,757.0,8571.4,50.0,50.0,202.349,-0.0243988037109375
758,200.0,11.6,29.9,758.0,8571.4,50.0,50.0,202.32489,-0.02410888671875
759,200.0,11.6,29.9,759.0,8571.4,50.0,50.0,202.30107,-0.0238189697265625
760,200.0,11.6,29.9,760.0,8571.4,50.0,50.0,202.2774,-0.0236663818359375
761,200.0,11.6,29.9,761.0,8571.4,50.0,50.0,202.25406,-0.023345947265625
762,200.0,11.6,29.9,762.0,8571.4,50.0,50.0,202.23093,-0.02313232421875
763,200.0,11.6,29.9,763.0,8571.4,50.0,50.0,202.20798,-0.02294921875
764,200.0,11.6,29.9,764.0,8571.4,50.0,50.0,202.18533,-0.02264404296875
765,200.0,11.6,29.9,765.0,8571.4,50.0,50.0,202.1629,-0.022430419921875
766,200.0,11.6,29.9,766.0,8571.4,50.0,50.0,202.14069,-0.022216796875
767,200.0,11.6,29.9,767.0,8571.4,50.0,50.0,202.1187,-0.0219879150390625
768,200.0,11.6,29.9,768.0,8571.4,50.0,50.0,202.09695,-0.0217437744140625
769,200.0,11.6,29.9,769.0,8571.4,50.0,50.0,202.07542,-0.0215301513671875
770,200.0,11.6,29.9,770.0,8571.4,50.0,50.0,202.05411,-0.0213165283203125
771,200.0,11.6,29.9,771.0,8571.4,50.0,50.0,202.03299,-0.0211181640625
772,200.0,11.6,29.9,772.0,8571.4,50.0,50.0,202.01215,-0.020843505859375
773,200.0,11.6,29.9,773.0,8571.4,50.0,50.0,201.99149,-0.020660400390625
774,200.0,11.6,29.9,774.0,8571.4,50.0,50.0,201.97101,-0.020477294921875
775,200.0,11.6,29.9,775.0,8571.4,50.0,50.0,201.9508,-0.02020263671875
776,200.0,11.6,29.9,776.0,8571.4,50.0,50.0,201.93079,-0.02001953125
777,200.0,11.6,29.9,777.0,8571.4,50.0,50.0,201.91092,-0.019866943359375
778,200.0,11.6,29.9,778.0,8571.4,50.0,50.0,201.89128,-0.0196380615234375
779,200.0,11.6,29.9,779.0,8571.4,50.0,50.0,201.87186,-0.0194244384765625
780,200.0,11.6,29.9,780.0,8571.4,50.0,50.0,201.85263,-0.01922607421875
781,200.0,11.6,29.9,781.0,8571.4,50.0,50.0,201.83356,-0.019073486328125
782,200.0,11.6,29.9,782.0,8571.4,50.0,50.0,201.81474,-0.0188140869140625
783,200.0,11.6,29.9,783.0,8571.4,50.0,50.0,201.79613,-0.01861572265625
784,200.0,11.6,29.9,784.0,8571.4,50.0,50.0,201.77766,-0.018463134765625
785,200.0,11.6,29.9,785.0,8571.4,50.0,50.0,201.7594,-0.0182647705078125
786,200.0,11.6,29.9,786.0,8571.4,50.0,50.0,201.74132,-0.0180816650390625
787,200.0,11.6,29.9,787.0,8571.4,50.0,50.0,201.7234,-0.017913818359375
788,200.0,11.6,29.9,788.0,8571.4,50.0,50.0,201.7057,-0.0177001953125
789,200.0,11.6,29.9,789.0,8571.4,50.0,50.0,201.6882,-0.0175018310546875
790,200.0,11.6,29.9,790.0,8571.4,50.0,50.0,201.67082,-0.0173797607421875
791,200.0,11.6,29.9,791.0,8571.4,50.0,50.0,201.65366,-0.0171661376953125
792,200.0,11.6,29.9,792.0,8571.4,50.0,50.0,201.63667,-0.0169830322265625
793,200.0,11.6,29.9,793.0,8571.4,50.0,50.0,201.61983,-0.016845703125
794,200.0,11.6,29.9,794.0,8571.4,50.0,50.0,201.60316,-0.01666259765625
795,200.0,11.6,29.9,795.0,8571.4,50.0,50.0,201.5867,-0.0164642333984375
796,200.0,11.6,29.9,796.0,8571.4,50.0,50.0,201.57039,-0.0163116455078125
797,200.0,11.6,29.9,797.0,8571.4,50.0,50.0,201.55424,-0.016143798828125
798,200.0,11.6,29.9,798.0,8571.4,50.0,50.0,201.53827,-0.0159759521484375
799,200.0,11.6,29.9,799.0,8571.4,50.0,50.0,201.52245,-0.0158233642578125
800,200.0,11.6,29.9,800.0,8571.4,50.0,50.0,201.50685,-0.015594482421875
801,200.0,11.6,29.9,801.0,8571.4,50.0,50.0,201.49133,-0.0155181884765625
802,200.0,11.6,29.9,802.0,8571.4,50.0,50.0,201.47598,-0.015350341796875
803,200.0,11.6,29.9,803.0,8571.4,50.0,50.0,201.46082,-0.015167236328125
804,200.0,11.6,29.9,804.0,8571.4,50.0,50.0,201.44582,-0.0149993896484375
805,200.0,11.6,29.9,805.0,8571.4,50.0,50.0,201.43094,-0.0148773193359375
806,200.0,11.6,29.9,806.0,8571.4,50.0,50.0,201.41646,-0.0144805908203125
807,200.0,11.6,29.9,807.0,8571.4,50.0,50.0,201.40245,-0.014007568359375
808,200.0,11.6,29.9,808.0,8571.4,50.0,50.0,201.38855,-0.0139007568359375
809,200.0,11.6,29.9,809.0,8571.4,50.0,50.0,201.37485,-0.013702392578125
810,200.0,11.6,29.9,810.0,8571.4,50.0,50.0,201.36119,-0.0136566162109375
811,200.0,11.6,29.9,811.0,8571.4,50.0,50.0,201.34767,-0.013519287109375
812,200.0,11.6,29.9,812.0,8571.4,50.0,50.0,201.33432,-0.0133514404296875
813,200.0,11.6,29.9,813.0,8571.4,50.0,50.0,201.32115,-0.0131683349609375
814,200.0,11.6,29.9,814.0,8571.4,50.0,50.0,201.30804,-0.0131072998046875
815,200.0,11.6,29.9,815.0,8571.4,50.0,50.0,201.29507,-0.012969970703125
816,200.0,11.6,29.9,816.0,8571.4,50.0,50.0,201.28223,-0.012847900390625
817,200.0,11.6,29.9,817.0,8571.4,50.0,50.0,201.26955,-0.0126800537109375
818,200.0,11.6,29.9,818.0,8571.4,50.0,50.0,201.257,-0.012542724609375
819,200.0,11.6,29.9,819.0,8571.4,50.0,50.0,201.2445,-0.0124969482421875
820,200.0,11.6,29.9,820.0,8571.4,50.0,50.0,201.23218,-0.0123291015625
821,200.0,11.6,29.9,821.0,8571.4,50.0,50.0,201.21994,-0.012237548828125
822,200.0,11.6,29.9,822.0,8571.4,50.0,50.0,201.20789,-0.012054443359375
823,200.0,11.6,29.9,823.0,8571.4,50.0,50.0,201.19589,-0.011993408203125
824,200.0,11.6,29.9,824.0,8571.4,50.0,50.0,201.18405,-0.0118408203125
825,200.0,11.6,29.9,825.0,8571.4,50.0,50.0,201.17235,-0.0117034912109375
826,200.0,11.6,29.9,826.0,8571.4,50.0,50.0,201.1607,-0.0116424560546875
827,200.0,11.6,29.9,827.0,8571.4,50.0,50.0,201.1492,-0.011505126953125
828,200.0,11.6,29.9,828.0,8571.4,50.0,50.0,201.13779,-0.01141357421875
829,200.0,11.6,29.9,829.0,8571.4,50.0,50.0,201.12653,-0.011260986328125
830,200.0,11.6,29.9,830.0,8571.4,50.0,50.0,201.11537,-0.0111541748046875
831,200.0,11.6,29.9,831.0,8571.4,50.0,50.0,201.10432,-0.01104736328125
832,200.0,11.6,29.9,832.0,8571.4,50.0,50.0,201.09337,-0.010955810546875
833,200.0,11.6,29.9,833.0,8571.4,50.0,50.0,201.0825,-0.0108642578125
834,200.0,11.6,29.9,834.0,8571.4,50.0,50.0,201.07181,-0.0106964111328125
835,200.0,11.6,29.9,835.0,8571.4,50.0,50.0,201.06117,-0.0106353759765625
836,200.0,11.6,29.9,836.0,8571.4,50.0,50.0,201.05063,-0.0105438232421875
837,200.0,11.6,29.9,837.0,8571.4,50.0,50.0,201.04027,-0.0103607177734375
838,200.0,11.6,29.9,838.0,8571.4,50.0,50.0,201.02995,-0.01031494140625
839,200.0,11.6,29.9,839.0,8571.4,50.0,50.0,201.01971,-0.0102386474609375
840,200.0,11.6,29.9,840.0,8571.4,50.0,50.0,201.00963,-0.0100860595703125
841,200.0,11.6,29.9,841.0,8571.4,50.0,50.0,200.99962,-0.010009765625
842,200.0,11.6,29.9,842.0,8571.4,50.0,50.0,200.98972,-0.0099029541015625
843,200.0,11.6,29.9,843.0,8571.4,50.0,50.0,200.97989,-0.00982666015625
844,200.0,11.6,29.9,844.0,8571.4,50.0,50.0,200.97017,-0.0097198486328125
845,200.0,11.6,29.9,845.0,8571.4,50.0,50.0,200.96056,-0.009613037109375
846,200.0,11.6,29.9,846.0,8571.4,50.0,50.0,200.95099,-0.0095672607421875
847,200.0,11.6,29.9,847.0,8571.4,50.0,50.0,200.94162,-0.009368896484375
848,200.0,11.6,29.9,848.0,8571.4,50.0,50.0,200.93227,-0.0093536376953125
849,200.0,11.6,29.9,849.0,8571.4,50.0,50.0,200.923,-0.0092620849609375
850,200.0,11.6,29.9,850.0,8571.4,50.0,50.0,200.91385,-0.0091552734375
851,200.0,11.6,29.9,851.0,8571.4,50.0,50.0,200.90483,-0.0090179443359375
852,200.0,11.6,29.9,852.0,8571.4,50.0,50.0,200.89584,-0.0089874267578125
853,200.0,11.6,29.9,853.0,8571.4,50.0,50.0,200.88693,-0.0089111328125
854,200.0,11.6,29.9,854.0,8571.4,50.0,50.0,200.87813,-0.0088043212890625
855,200.0,11.6,29.9,855.0,8571.4,50.0,50.0,200.86943,-0.008697509765625
856,200.0,11.6,29.9,856.0,8571.4,50.0,50.0,200.86084,-0.0085906982421875
857,200.0,11.6,29.9,857.0,8571.4,50.0,50.0,200.85226,-0.008575439453125
858,200.0,11.6,29.9,858.0,8571.4,50.0,50.0,200.84384,-0.0084228515625
859,200.0,11.6,29.9,859.0,8571.4,50.0,50.0,200.83548,-0.00836181640625
860,200.0,11.6,29.9,860.0,8571.4,50.0,50.0,200.82715,-0.008331298828125
861,200.0,11.6,29.9,861.0,8571.4,50.0,50.0,200.81902,-0.0081329345703125
862,200.0,11.6,29.9,862.0,8571.4,50.0,50.0,200.81085,-0.0081634521484375
863,200.0,11.6,29.9,863.0,8571.4,50.0,50.0,200.80283,-0.008026123046875
864,200.0,11.6,29.9,864.0,8571.4,50.0,50.0,200.79489,-0.0079345703125
865,200.0,11.6,29.9,865.0,8571.4,50.0,50.0,200.78697,-0.0079193115234375
866,200.0,11.6,29.9,866.0,8571.4,50.0,50.0,200.77914,-0.0078277587890625
867,200.0,11.6,29.9,867.0,8571.4,50.0,50.0,200.77144,-0.0077056884765625
868,200.0,11.6,29.9,868.0,8571.4,50.0,50.0,200.76381,-0.00762939453125
869,200.0,11.6,29.9,869.0,8571.4,50.0,50.0,200.75624,-0.007568359375
870,200.0,11.6,29.9,870.0,8571.4,50.0,50.0,200.7487,-0.007537841796875
871,200.0,11.6,29.9,871.0,8571.4,50.0,50.0,200.74129,-0.007415771484375
872,200.0,11.6,29.9,872.0,8571.4,50.0,50.0,200.73392,-0.0073699951171875
873,200.0,11.6,29.9,873.0,8571.4,50.0,50.0,200.72667,-0.0072479248046875
874,200.0,11.6,29.9,874.0,8571.4,50.0,50.0,200.71945,-0.0072174072265625
875,200.0,11.6,29.9,875.0,8571.4,50.0,50.0,200.71231,-0.00714111328125
876,200.0,11.6,29.9,876.0,8571.4,50.0,50.0,200.70528,-0.0070343017578125
877,200.0,11.6,29.9,877.0,8571.4,50.0,50.0,200.69824,-0.0070343017578125
878,200.0,11.6,29.9,878.0,8571.4,50.0,50.0,200.69131,-0.006927490234375
879,200.0,11.6,29.9,879.0,8571.4,50.0,50.0,200.68446,-0.0068511962890625
880,200.0,11.6,29.9,880.0,8571.4,50.0,50.0,200.67766,-0.006805419921875
881,200.0,11.6,29.9,881.0,8571.4,50.0,50.0,200.67093,-0.0067291259765625
882,200.0,11.6,29.9,882.0,8571.4,50.0,50.0,200.6643,-0.006622314453125
883,200.0,11.6,29.9,883.0,8571.4,50.0,50.0,200.65768,-0.006622314453125
884,200.0,11.6,29.9,884.0,8571.4,50.0,50.0,200.6512,-0.0064849853515625
885,200.0,11.6,29.9,885.0,8571.4,50.0,50.0,200.6447,-0.006500244140625
886,200.0,11.6,29.9,886.0,8571.4,50.0,50.0,200.63835,-0.00634765625
887,200.0,11.6,29.9,887.0,8571.4,50.0,50.0,200.63197,-0.006378173828125
888,200.0,11.6,29.9,888.0,8571.4,50.0,50.0,200.62572,-0.006256103515625
889,200.0,11.6,29.9,889.0,8571.4,50.0,50.0,200.61952,-0.006195068359375
890,200.0,11.6,29.9,890.0,8571.4,50.0,50.0,200.61339,-0.006134033203125
891,200.0,11.6,29.9,891.0,8571.4,50.0,50.0,200.60725,-0.006134033203125
892,200.0,11.6,29.9,892.0,8571.4,50.0,50.0,200.60127,-0.0059814453125
893,200.0,11.6,29.9,893.0,8571.4,50.0,50.0,200.5953,-0.0059661865234375
894,200.0,11.6,29.9,894.0,8571.4,50.0,50.0,200.58939,-0.00592041015625
895,200.0,11.6,29.9,895.0,8571.4,50.0,50.0,200.58357,-0.0058135986328125
896,200.0,11.6,29.9,896.0,8571.4,50.0,50.0,200.57773,-0.0058441162109375
897,200.0,11.6,29.9,897.0,8571.4,50.0,50.0,200.57202,-0.005706787109375
898,200.0,11.6,29.9,898.0,8571.4,50.0,50.0,200.56633,-0.0056915283203125
899,200.0,11.6,29.9,899.0,8571.4,50.0,50.0,200.56071,-0.005615234375
900,200.0,11.6,29.9,900.0,8571.4,50.0,50.0,200.55516,-0.00555419921875
901,200.0,11.6,29.9,901.0,8571.4,50.0,50.0,200.54964,-0.005523681640625
902,200.0,11.6,29.9,902.0,8571.4,50.0,50.0,200.54419,-0.0054473876953125
903,200.0,11.6,29.9,903.0,8571.4,50.0,50.0,200.53882,-0.00537109375
904,200.0,11.6,29.9,904.0,8571.4,50.0,50.0,200.53343,-0.0053863525390625
905,200.0,11.6,29.9,905.0,8571.4,50.0,50.0,200.52815,-0.005279541015625
906,200.0,11.6,29.9,906.0,8571.4,50.0,50.0,200.52292,-0.0052337646484375
907,200.0,11.6,29.9,907.0,8571.4,50.0,50.0,200.51773,-0.00518798828125
908,200.0,11.6,29.9,908.0,8571.4,50.0,50.0,200.51257,-0.005157470703125
909,200.0,11.6,29.9,909.0,8571.4,50.0,50.0,200.5075,-0.00506591796875
910,200.0,11.6,29.9,910.0,8571.4,50.0,50.0,200.50246,-0.0050506591796875
911,200.0,11.6,29.9,911.0,8571.4,50.0,50.0,200.49751,-0.00494384765625
912,200.0,11.6,29.9,912.0,8571.4,50.0,50.0,200.49252,-0.0049896240234375
913,200.0,11.6,29.9,913.0,8571.4,50.0,50.0,200.48766,-0.0048675537109375
914,200.0,11.6,29.9,914.0,8571.4,50.0,50.0,200.48282,-0.0048370361328125
915,200.0,11.6,29.9,915.0,8571.4,50.0,50.0,200.47804,-0.0047760009765625
916,200.0,11.6,29.9,916.0,8571.4,50.0,50.0,200.47328,-0.0047607421875
917,200.0,11.6,29.9,917.0,8571.4,50.0,50.0,200.46857,-0.0047149658203125
918,200.0,11.6,29.9,918.0,8571.4,50.0,50.0,200.46391,-0.0046539306640625
919,200.0,11.6,29.9,919.0,8571.4,50.0,50.0,200.45934,-0.00457763671875
920,200.0,11.6,29.9,920.0,8571.4,50.0,50.0,200.45477,-0.0045623779296875
921,200.0,11.6,29.9,921.0,8571.4,50.0,50.0,200.45024,-0.0045318603515625
922,200.0,11.6,29.9,922.0,8571.4,50.0,50.0,200.44579,-0.00445556640625
