,Hard-U,Fe %,Cr %,Depth,Strikes/mm2,Static Force,Amplitude,Predict,Gradient
308,200.0,11.6,29.9,308.0,8571.4,50.0,50.0,275.24216,-0.389312744140625
309,200.0,11.6,29.9,309.0,8571.4,50.0,50.0,274.8545,-0.387664794921875
310,200.0,11.6,29.9,310.0,8571.4,50.0,50.0,274.4685,-0.385986328125
311,200.0,11.6,29.9,311.0,8571.4,50.0,50.0,274.08414,-0.384368896484375
312,200.0,11.6,29.9,312.0,8571.4,50.0,50.0,273.70142,-0.382720947265625
313,200.0,11.6,29.9,313.0,8571.4,50.0,50.0,273.3203,-0.381103515625
314,200.0,11.6,29.9,314.0,8571.4,50.0,50.0,272.94086,-0.37945556640625
315,200.0,11.6,29.9,315.0,8571.4,50.0,50.0,272.56305,-0.3778076171875
316,200.0,11.6,29.9,316.0,8571.4,50.0,50.0,272.18686,-0.376190185546875
317,200.0,11.6,29.9,317.0,8571.4,50.0,50.0,271.81226,-0.374603271484375
318,200.0,11.6,29.9,318.0,8571.4,50.0,50.0,271.43933,-0.3729248046875
319,200.0,11.6,29.9,319.0,8571.4,50.0,50.0,271.068,-0.371337890625
320,200.0,11.6,29.9,320.0,8571.4,50.0,50.0,270.70358,-0.364410400390625
321,200.0,11.6,29.9,321.0,8571.4,50.0,50.0,270.3514,-0.3521728515625
322,200.0,11.6,29.9,322.0,8571.4,50.0,50.0,270.0007,-0.3507080078125
323,200.0,11.6,29.9,323.0,8571.4,50.0,50.0,269.65143,-0.349273681640625
324,200.0,11.6,29.9,324.0,8571.4,50.0,50.0,269.30365,-0.3477783203125
325,200.0,11.6,29.9,325.0,8571.4,50.0,50.0,268.95737,-0.346282958984375
326,200.0,11.6,29.9,326.0,8571.4,50.0,50.0,268.6125,-0.344879150390625
327,200.0,11.6,29.9,327.0,8571.4,50.0,50.0,268.26904,-0.34344482421875
328,200.0,11.6,29.9,328.0,8571.4,50.0,50.0,267.9271,-0.341949462890625
329,200.0,11.6,29.9,329.0,8571.4,50.0,50.0,267.58655,-0.340545654296875
330,200.0,11.6,29.9,330.0,8571.4,50.0,50.0,267.2475,-0.33905029296875
331,200.0,11.6,29.9,331.0,8571.4,50.0,50.0,266.90985,-0.337646484375
332,200.0,11.6,29.9,332.0,8571.4,50.0,50.0,266.57364,-0.336212158203125
333,200.0,11.6,29.9,333.0,8571.4,50.0,50.0,266.23886,-0.33477783203125
334,200.0,11.6,29.9,334.0,8571.4,50.0,50.0,265.9055,-0.3333740234375
335,200.0,11.6,29.9,335.0,8571.4,50.0,50.0,265.57358,-0.3319091796875
336,200.0,11.6,29.9,336.0,8571.4,50.0,50.0,265.24307,-0.33050537109375
337,200.0,11.6,29.9,337.0,8571.4,50.0,50.0,264.91394,-0.329132080078125
338,200.0,11.6,29.9,338.0,8571.4,50.0,50.0,264.58627,-0.327667236328125
339,200.0,11.6,29.9,339.0,8571.4,50.0,50.0,264.26,-0.326263427734375
340,200.0,11.6,29.9,340.0,8571.4,50.0,50.0,263.93518,-0.3248291015625
341,200.0,11.6,29.9,341.0,8571.4,50.0,50.0,263.61172,-0.323455810546875
342,200.0,11.6,29.9,342.0,8571.4,50.0,50.0,263.28964,-0.32208251953125
343,200.0,11.6,29.9,343.0,8571.4,50.0,50.0,262.96902,-0.32061767578125
344,200.0,11.6,29.9,344.0,8571.4,50.0,50.0,262.64972,-0.319305419921875
345,200.0,11.6,29.9,345.0,8571.4,50.0,50.0,262.33185,-0.31787109375
346,200.0,11.6,29.9,346.0,8571.4,50.0,50.0,262.01532,-0.3165283203125
347,200.0,11.6,29.9,347.0,8571.4,50.0,50.0,261.7002,-0.31512451171875
348,200.0,11.6,29.9,348.0,8571.4,50.0,50.0,261.38647,-0.313720703125
349,200.0,11.6,29.9,349.0,8571.4,50.0,50.0,261.0741,-0.3123779296875
350,200.0,11.6,29.9,350.0,8571.4,50.0,50.0,260.76312,-0.31097412109375
351,200.0,11.6,29.9,351.0,8571.4,50.0,50.0,260.45343,-0.3096923828125
352,200.0,11.6,29.9,352.0,8571.4,50.0,50.0,260.14517,-0.308258056640625
353,200.0,11.6,29.9,353.0,8571.4,50.0,50.0,259.83826,-0.306915283203125
354,200.0,11.6,29.9,354.0,8571.4,50.0,50.0,259.5327,-0.3055419921875
355,200.0,11.6,29.9,355.0,8571.4,50.0,50.0,259.2285,-0.304229736328125
356,200.0,11.6,29.9,356.0,8571.4,50.0,50.0,258.9256,-0.302886962890625
357,200.0,11.6,29.9,357.0,8571.4,50.0,50.0,258.6241,-0.301483154296875
358,200.0,11.6,29.9,358.0,8571.4,50.0,50.0,258.3239,-0.300201416015625
359,200.0,11.6,29.9,359.0,8571.4,50.0,50.0,258.0251,-0.298828125
360,200.0,11.6,29.9,360.0,8571.4,50.0,50.0,257.72754,-0.29754638671875
361,200.0,11.6,29.9,361.0,8571.4,50.0,50.0,257.43137,-0.296173095703125
362,200.0,11.6,29.9,362.0,8571.4,50.0,50.0,257.13647,-0.294891357421875
363,200.0,11.6,29.9,363.0,8571.4,50.0,50.0,256.84296,-0.29351806640625
364,200.0,11.6,29.9,364.0,8571.4,50.0,50.0,256.55072,-0.292236328125
365,200.0,11.6,29.9,365.0,8571.4,50.0,50.0,256.2598,-0.290924072265625
366,200.0,11.6,29.9,366.0,8571.4,50.0,50.0,255.97018,-0.28961181640625
367,200.0,11.6,29.9,367.0,8571.4,50.0,50.0,255.68187,-0.2883148193359375
368,200.0,11.6,29.9,368.0,8571.4,50.0,50.0,255.39487,-0.2870025634765625
369,200.0,11.6,29.9,369.0,8571.4,50.0,50.0,255.10916,-0.28570556640625
370,200.0,11.6,29.9,370.0,8571.4,50.0,50.0,254.82475,-0.2844085693359375
371,200.0,11.6,29.9,371.0,8571.4,50.0,50.0,254.54163,-0.2831268310546875
372,200.0,11.6,29.9,372.0,8571.4,50.0,50.0,254.25975,-0.2818756103515625
373,200.0,11.6,29.9,373.0,8571.4,50.0,50.0,253.97917,-0.28057861328125
374,200.0,11.6,29.9,374.0,8571.4,50.0,50.0,253.6999,-0.279266357421875
375,200.0,11.6,29.9,375.0,8571.4,50.0,50.0,253.42188,-0.2780303955078125
376,200.0,11.6,29.9,376.0,8571.4,50.0,50.0,253.14514,-0.2767333984375
377,200.0,11.6,29.9,377.0,8571.4,50.0,50.0,252.86963,-0.2755126953125
378,200.0,11.6,29.9,378.0,8571.4,50.0,50.0,252.5954,-0.27423095703125
379,200.0,11.6,29.9,379.0,8571.4,50.0,50.0,252.32245,-0.27294921875
380,200.0,11.6,29.9,380.0,8571.4,50.0,50.0,252.0507,-0.2717437744140625
381,200.0,11.6,29.9,381.0,8571.4,50.0,50.0,251.78024,-0.2704620361328125
382,200.0,11.6,29.9,382.0,8571.4,50.0,50.0,251.51099,-0.269256591796875
383,200.0,11.6,29.9,383.0,8571.4,50.0,50.0,251.24303,-0.2679595947265625
384,200.0,11.6,29.9,384.0,8571.4,50.0,50.0,250.97627,-0.266754150390625
385,200.0,11.6,29.9,385.0,8571.4,50.0,50.0,250.71075,-0.2655181884765625
386,200.0,11.6,29.9,386.0,8571.4,50.0,50.0,250.44647,-0.2642822265625
387,200.0,11.6,29.9,387.0,8571.4,50.0,50.0,250.18335,-0.26312255859375
388,200.0,11.6,29.9,388.0,8571.4,50.0,50.0,249.92152,-0.2618255615234375
389,200.0,11.6,29.9,389.0,8571.4,50.0,50.0,249.66089,-0.2606353759765625
390,200.0,11.6,29.9,390.0,8571.4,50.0,50.0,249.40146,-0.259429931640625
391,200.0,11.6,29.9,391.0,8571.4,50.0,50.0,249.14325,-0.258209228515625
392,200.0,11.6,29.9,392.0,8571.4,50.0,50.0,248.88626,-0.256988525390625
393,200.0,11.6,29.9,393.0,8571.4,50.0,50.0,248.63042,-0.2558441162109375
394,200.0,11.6,29.9,394.0,8571.4,50.0,50.0,248.3758,-0.2546234130859375
395,200.0,11.6,29.9,395.0,8571.4,50.0,50.0,248.12234,-0.253448486328125
396,200.0,11.6,29.9,396.0,8571.4,50.0,50.0,247.87015,-0.252197265625
397,200.0,11.6,29.9,397.0,8571.4,50.0,50.0,247.61908,-0.251068115234375
398,200.0,11.6,29.9,398.0,8571.4,50.0,50.0,247.3692,-0.2498779296875
399,200.0,11.6,29.9,399.0,8571.4,50.0,50.0,247.1205,-0.2487030029296875
400,200.0,11.6,29.9,400.0,8571.4,50.0,50.0,246.87296,-0.2475433349609375
401,200.0,11.6,29.9,401.0,8571.4,50.0,50.0,246.62659,-0.246368408203125
402,200.0,11.6,29.9,402.0,8571.4,50.0,50.0,246.38138,-0.245208740234375
403,200.0,11.6,29.9,403.0,8571.4,50.0,50.0,246.13734,-0.2440338134765625
404,200.0,11.6,29.9,404.0,8571.4,50.0,50.0,245.89442,-0.242919921875
405,200.0,11.6,29.9,405.0,8571.4,50.0,50.0,245.65271,-0.2417144775390625
406,200.0,11.6,29.9,406.0,8571.4,50.0,50.0,245.41212,-0.2405853271484375
407,200.0,11.6,29.9,407.0,8571.4,50.0,50.0,245.17264,-0.2394866943359375
408,200.0,11.6,29.9,408.0,8571.4,50.0,50.0,244.93433,-0.238311767578125
409,200.0,11.6,29.9,409.0,8571.4,50.0,50.0,244.69714,-0.2371826171875
410,200.0,11.6,29.9,410.0,8571.4,50.0,50.0,244.46114,-0.2360076904296875
411,200.0,11.6,29.9,411.0,8571.4,50.0,50.0,244.22615,-0.2349853515625
412,200.0,11.6,29.9,412.0,8571.4,50.0,50.0,243.99237,-0.2337799072265625
413,200.0,11.6,29.9,413.0,8571.4,50.0,50.0,243.75967,-0.232696533203125
414,200.0,11.6,29.9,414.0,8571.4,50.0,50.0,243.52808,-0.231597900390625
415,200.0,11.6,29.9,415.0,8571.4,50.0,50.0,243.29765,-0.2304229736328125
416,200.0,11.6,29.9,416.0,8571.4,50.0,50.0,243.06827,-0.2293853759765625
417,200.0,11.6,29.9,417.0,8571.4,50.0,50.0,242.84,-0.228271484375
418,200.0,11.6,29.9,418.0,8571.4,50.0,50.0,242.61282,-0.2271728515625
419,200.0,11.6,29.9,419.0,8571.4,50.0,50.0,242.38678,-0.226043701171875
420,200.0,11.6,29.9,420.0,8571.4,50.0,50.0,242.16177,-0.225006103515625
421,200.0,11.6,29.9,421.0,8571.4,50.0,50.0,241.9379,-0.223876953125
422,200.0,11.6,29.9,422.0,8571.4,50.0,50.0,241.71509,-0.222808837890625
423,200.0,11.6,29.9,423.0,8571.4,50.0,50.0,241.49333,-0.2217559814453125
424,200.0,11.6,29.9,424.0,8571.4,50.0,50.0,241.27266,-0.220672607421875
425,200.0,11.6,29.9,425.0,8571.4,50.0,50.0,241.05305,-0.2196044921875
426,200.0,11.6,29.9,426.0,8571.4,50.0,50.0,240.83452,-0.218536376953125
427,200.0,11.6,29.9,427.0,8571.4,50.0,50.0,240.61707,-0.2174530029296875
428,200.0,11.6,29.9,428.0,8571.4,50.0,50.0,240.40063,-0.2164306640625
429,200.0,11.6,29.9,429.0,8571.4,50.0,50.0,240.18527,-0.215362548828125
430,200.0,11.6,29.9,430.0,8571.4,50.0,50.0,239.97095,-0.214324951171875
431,200.0,11.6,29.9,431.0,8571.4,50.0,50.0,239.75769,-0.2132568359375
432,200.0,11.6,29.9,432.0,8571.4,50.0,50.0,239.54544,-0.212249755859375
433,200.0,11.6,29.9,433.0,8571.4,50.0,50.0,239.33423,-0.211212158203125
434,200.0,11.6,29.9,434.0,8571.4,50.0,50.0,239.1241,-0.2101287841796875
435,200.0,11.6,29.9,435.0,8571.4,50.0,50.0,238.91495,-0.2091522216796875
436,200.0,11.6,29.9,436.0,8571.4,50.0,50.0,238.70682,-0.2081298828125
437,200.0,11.6,29.9,437.0,8571.4,50.0,50.0,238.49973,-0.20709228515625
438,200.0,11.6,29.9,438.0,8571.4,50.0,50.0,238.29364,-0.206085205078125
439,200.0,11.6,29.9,439.0,8571.4,50.0,50.0,238.08862,-0.20501708984375
440,200.0,11.6,29.9,440.0,8571.4,50.0,50.0,237.88454,-0.2040863037109375
441,200.0,11.6,29.9,441.0,8571.4,50.0,50.0,237.68146,-0.2030792236328125
442,200.0,11.6,29.9,442.0,8571.4,50.0,50.0,237.47943,-0.2020263671875
443,200.0,11.6,29.9,443.0,8571.4,50.0,50.0,237.27838,-0.2010498046875
444,200.0,11.6,29.9,444.0,8571.4,50.0,50.0,237.07831,-0.2000732421875
445,200.0,11.6,29.9,445.0,8571.4,50.0,50.0,236.87926,-0.1990509033203125
446,200.0,11.6,29.9,446.0,8571.4,50.0,50.0,236.68112,-0.1981353759765625
447,200.0,11.6,29.9,447.0,8571.4,50.0,50.0,236.48401,-0.197113037109375
448,200.0,11.6,29.9,448.0,8571.4,50.0,50.0,236.28789,-0.1961212158203125
449,200.0,11.6,29.9,449.0,8571.4,50.0,50.0,236.06476,-0.2231292724609375
450,200.0,11.6,29.9,450.0,8571.4,50.0,50.0,235.83554,-0.229217529296875
451,200.0,11.6,29.9,451.0,8571.4,50.0,50.0,235.60768,-0.2278594970703125
452,200.0,11.6,29.9,452.0,8571.4,50.0,50.0,235.38113,-0.2265472412109375
453,200.0,11.6,29.9,453.0,8571.4,50.0,50.0,235.15594,-0.225189208984375
454,200.0,11.6,29.9,454.0,8571.4,50.0,50.0,234.93205,-0.2238922119140625
455,200.0,11.6,29.9,455.0,8571.4,50.0,50.0,234.7095,-0.2225494384765625
456,200.0,11.6,29.9,456.0,8571.4,50.0,50.0,234.48827,-0.2212371826171875
457,200.0,11.6,29.9,457.0,8571.4,50.0,50.0,234.26834,-0.2199249267578125
458,200.0,11.6,29.9,458.0,8571.4,50.0,50.0,234.04968,-0.218658447265625
459,200.0,11.6,29.9,459.0,8571.4,50.0,50.0,233.83234,-0.21734619140625
460,200.0,11.6,29.9,460.0,8571.4,50.0,50.0,233.61629,-0.2160491943359375
461,200.0,11.6,29.9,461.0,8571.4,50.0,50.0,233.40152,-0.2147674560546875
462,200.0,11.6,29.9,462.0,8571.4,50.0,50.0,233.18803,-0.2134857177734375
463,200.0,11.6,29.9,463.0,8571.4,50.0,50.0,232.9758,-0.2122344970703125
464,200.0,11.6,29.9,464.0,8571.4,50.0,50.0,232.76483,-0.210968017578125
465,200.0,11.6,29.9,465.0,8571.4,50.0,50.0,232.55511,-0.209716796875
466,200.0,11.6,29.9,466.0,8571.4,50.0,50.0,232.34665,-0.208465576171875
467,200.0,11.6,29.9,467.0,8571.4,50.0,50.0,232.13943,-0.20721435546875
468,200.0,11.6,29.9,468.0,8571.4,50.0,50.0,231.93341,-0.206024169921875
469,200.0,11.6,29.9,469.0,8571.4,50.0,50.0,231.72865,-0.2047576904296875
470,200.0,11.6,29.9,470.0,8571.4,50.0,50.0,231.52515,-0.2035064697265625
471,200.0,11.6,29.9,471.0,8571.4,50.0,50.0,231.32281,-0.20233154296875
472,200.0,11.6,29.9,472.0,8571.4,50.0,50.0,231.1217,-0.20111083984375
473,200.0,11.6,29.9,473.0,8571.4,50.0,50.0,230.92183,-0.1998748779296875
474,200.0,11.6,29.9,474.0,8571.4,50.0,50.0,230.72313,-0.198699951171875
475,200.0,11.6,29.9,475.0,8571.4,50.0,50.0,230.52562,-0.197509765625
476,200.0,11.6,29.9,476.0,8571.4,50.0,50.0,230.3293,-0.196319580078125
477,200.0,11.6,29.9,477.0,8571.4,50.0,50.0,230.13419,-0.1951141357421875
478,200.0,11.6,29.9,478.0,8571.4,50.0,50.0,229.94025,-0.193939208984375
479,200.0,11.6,29.9,479.0,8571.4,50.0,50.0,229.74744,-0.19281005859375
480,200.0,11.6,29.9,480.0,8571.4,50.0,50.0,229.55582,-0.191619873046875
481,200.0,11.6,29.9,481.0,8571.4,50.0,50.0,229.36536,-0.190460205078125
482,200.0,11.6,29.9,482.0,8571.4,50.0,50.0,229.17603,-0.1893310546875
483,200.0,11.6,29.9,483.0,8571.4,50.0,50.0,228.98788,-0.188140869140625
484,200.0,11.6,29.9,484.0,8571.4,50.0,50.0,228.80086,-0.1870269775390625
485,200.0,11.6,29.9,485.0,8571.4,50.0,50.0,228.61496,-0.1858978271484375
486,200.0,11.6,29.9,486.0,8571.4,50.0,50.0,228.43018,-0.184783935546875
487,200.0,11.6,29.9,487.0,8571.4,50.0,50.0,228.24083,-0.1893463134765625
488,200.0,11.6,29.9,488.0,8571.4,50.0,50.0,228.05214,-0.188690185546875
489,200.0,11.6,29.9,489.0,8571.4,50.0,50.0,227.86467,-0.187469482421875
490,200.0,11.6,29.9,490.0,8571.4,50.0,50.0,227.67839,-0.186279296875
491,200.0,11.6,29.9,491.0,8571.4,50.0,50.0,227.49329,-0.1851043701171875
492,200.0,11.6,29.9,492.0,8571.4,50.0,50.0,227.30936,-0.183929443359375
493,200.0,11.6,29.9,493.0,8571.4,50.0,50.0,227.12656,-0.18280029296875
494,200.0,11.6,29.9,494.0,8571.4,50.0,50.0,226.94492,-0.181640625
495,200.0,11.6,29.9,495.0,8571.4,50.0,50.0,226.7644,-0.180511474609375
496,200.0,11.6,29.9,496.0,8571.4,50.0,50.0,226.58505,-0.179351806640625
497,200.0,11.6,29.9,497.0,8571.4,50.0,50.0,226.40686,-0.178192138671875
498,200.0,11.6,29.9,498.0,8571.4,50.0,50.0,226.2298,-0.17706298828125
499,200.0,11.6,29.9,499.0,8571.4,50.0,50.0,226.0538,-0.175994873046875
500,200.0,11.6,29.9,500.0,8571.4,50.0,50.0,225.879,-0.1748046875
501,200.0,11.6,29.9,501.0,8571.4,50.0,50.0,225.70526,-0.173736572265625
502,200.0,11.6,29.9,502.0,8571.4,50.0,50.0,225.53261,-0.1726531982421875
503,200.0,11.6,29.9,503.0,8571.4,50.0,50.0,225.36108,-0.1715240478515625
504,200.0,11.6,29.9,504.0,8571.4,50.0,50.0,225.19064,-0.170440673828125
505,200.0,11.6,29.9,505.0,8571.4,50.0,50.0,225.02127,-0.16937255859375
506,200.0,11.6,29.9,506.0,8571.4,50.0,50.0,224.853,-0.16827392578125
507,200.0,11.6,29.9,507.0,8571.4,50.0,50.0,224.68579,-0.167205810546875
508,200.0,11.6,29.9,508.0,8571.4,50.0,50.0,224.51965,-0.1661376953125
509,200.0,11.6,29.9,509.0,8571.4,50.0,50.0,224.35458,-0.165069580078125
510,200.0,11.6,29.9,510.0,8571.4,50.0,50.0,224.19055,-0.164031982421875
511,200.0,11.6,29.9,511.0,8571.4,50.0,50.0,224.02754,-0.1630096435546875
512,200.0,11.6,29.9,512.0,8571.4,50.0,50.0,223.86565,-0.161895751953125
513,200.0,11.6,29.9,513.0,8571.4,50.0,50.0,223.70474,-0.1609039306640625
514,200.0,11.6,29.9,514.0,8571.4,50.0,50.0,223.54488,-0.1598663330078125
515,200.0,11.6,29.9,515.0,8571.4,50.0,50.0,223.38606,-0.1588134765625
516,200.0,11.6,29.9,516.0,8571.4,50.0,50.0,223.22827,-0.1577911376953125
517,200.0,11.6,29.9,517.0,8571.4,50.0,50.0,223.07144,-0.156829833984375
518,200.0,11.6,29.9,518.0,8571.4,50.0,50.0,222.91563,-0.1558074951171875
519,200.0,11.6,29.9,519.0,8571.4,50.0,50.0,222.76085,-0.15478515625
520,200.0,11.6,29.9,520.0,8571.4,50.0,50.0,222.60704,-0.15380859375
521,200.0,11.6,29.9,521.0,8571.4,50.0,50.0,222.45421,-0.15283203125
522,200.0,11.6,29.9,522.0,8571.4,50.0,50.0,222.30241,-0.15179443359375
523,200.0,11.6,29.9,523.0,8571.4,50.0,50.0,222.15157,-0.150848388671875
524,200.0,11.6,29.9,524.0,8571.4,50.0,50.0,222.0017,-0.149871826171875
525,200.0,11.6,29.9,525.0,8571.4,50.0,50.0,221.85281,-0.1488800048828125
526,200.0,11.6,29.9,526.0,8571.4,50.0,50.0,221.69354,-0.159271240234375
527,200.0,11.6,29.9,527.0,8571.4,50.0,50.0,221.53369,-0.15985107421875
528,200.0,11.6,29.9,528.0,8571.4,50.0,50.0,221.375,-0.15869140625
529,200.0,11.6,29.9,529.0,8571.4,50.0,50.0,221.21739,-0.1576080322265625
530,200.0,11.6,29.9,530.0,8571.4,50.0,50.0,221.06088,-0.1565093994140625
531,200.0,11.6,29.9,531.0,8571.4,50.0,50.0,220.90552,-0.155364990234375
532,200.0,11.6,29.9,532.0,8571.4,50.0,50.0,220.75124,-0.1542816162109375
533,200.0,11.6,29.9,533.0,8571.4,50.0,50.0,220.59804,-0.1531982421875
534,200.0,11.6,29.9,534.0,8571.4,50.0,50.0,220.44589,-0.1521453857421875
535,200.0,11.6,29.9,535.0,8571.4,50.0,50.0,220.29488,-0.1510162353515625
536,200.0,11.6,29.9,536.0,8571.4,50.0,50.0,220.14493,-0.1499481201171875
537,200.0,11.6,29.9,537.0,8571.4,50.0,50.0,219.98647,-0.1584625244140625
538,200.0,11.6,29.9,538.0,8571.4,50.0,50.0,219.82791,-0.1585540771484375
539,200.0,11.6,29.9,539.0,8571.4,50.0,50.0,219.67062,-0.15728759765625
540,200.0,11.6,29.9,540.0,8571.4,50.0,50.0,219.51447,-0.156158447265625
541,200.0,11.6,29.9,541.0,8571.4,50.0,50.0,219.35953,-0.154937744140625
542,200.0,11.6,29.9,542.0,8571.4,50.0,50.0,219.20578,-0.15374755859375
543,200.0,11.6,29.9,543.0,8571.4,50.0,50.0,219.0532,-0.1525726318359375
544,200.0,11.6,29.9,544.0,8571.4,50.0,50.0,218.90182,-0.1513824462890625
545,200.0,11.6,29.9,545.0,8571.4,50.0,50.0,218.75151,-0.1503143310546875
546,200.0,11.6,29.9,546.0,8571.4,50.0,50.0,218.60242,-0.1490936279296875
547,200.0,11.6,29.9,547.0,8571.4,50.0,50.0,218.45444,-0.147979736328125
548,200.0,11.6,29.9,548.0,8571.4,50.0,50.0,218.30762,-0.146820068359375
549,200.0,11.6,29.9,549.0,8571.4,50.0,50.0,218.16188,-0.1457366943359375
550,200.0,11.6,29.9,550.0,8571.4,50.0,50.0,218.01729,-0.14459228515625
551,200.0,11.6,29.9,551.0,8571.4,50.0,50.0,217.8738,-0.14349365234375
552,200.0,11.6,29.9,552.0,8571.4,50.0,50.0,217.73138,-0.1424102783203125
553,200.0,11.6,29.9,553.0,8571.4,50.0,50.0,217.59012,-0.141265869140625
554,200.0,11.6,29.9,554.0,8571.4,50.0,50.0,217.44989,-0.140228271484375
555,200.0,11.6,29.9,555.0,8571.4,50.0,50.0,217.31073,-0.13916015625
556,200.0,11.6,29.9,556.0,8571.4,50.0,50.0,217.17268,-0.1380462646484375
557,200.0,11.6,29.9,557.0,8571.4,50.0,50.0,217.03569,-0.136993408203125
558,200.0,11.6,29.9,558.0,8571.4,50.0,50.0,216.89972,-0.1359710693359375
559,200.0,11.6,29.9,559.0,8571.4,50.0,50.0,216.76483,-0.1348876953125
560,200.0,11.6,29.9,560.0,8571.4,50.0,50.0,216.631,-0.1338348388671875
561,200.0,11.6,29.9,561.0,8571.4,50.0,50.0,216.49817,-0.1328277587890625
562,200.0,11.6,29.9,562.0,8571.4,50.0,50.0,216.36636,-0.131805419921875
563,200.0,11.6,29.9,563.0,8571.4,50.0,50.0,216.23555,-0.1308135986328125
564,200.0,11.6,29.9,564.0,8571.4,50.0,50.0,216.1058,-0.1297454833984375
565,200.0,11.6,29.9,565.0,8571.4,50.0,50.0,215.97699,-0.128814697265625
566,200.0,11.6,29.9,566.0,8571.4,50.0,50.0,215.84924,-0.12774658203125
567,200.0,11.6,29.9,567.0,8571.4,50.0,50.0,215.72244,-0.126800537109375
568,200.0,11.6,29.9,568.0,8571.4,50.0,50.0,215.5809,-0.14154052734375
569,200.0,11.6,29.9,569.0,8571.4,50.0,50.0,215.4349,-0.14599609375
570,200.0,11.6,29.9,570.0,8571.4,50.0,50.0,215.29022,-0.144683837890625
571,200.0,11.6,29.9,571.0,8571.4,50.0,50.0,215.14687,-0.1433563232421875
572,200.0,11.6,29.9,572.0,8571.4,50.0,50.0,215.00482,-0.1420440673828125
573,200.0,11.6,29.9,573.0,8571.4,50.0,50.0,214.86401,-0.14080810546875
574,200.0,11.6,29.9,574.0,8571.4,50.0,50.0,214.72452,-0.139495849609375
575,200.0,11.6,29.9,575.0,8571.4,50.0,50.0,214.58629,-0.1382293701171875
576,200.0,11.6,29.9,576.0,8571.4,50.0,50.0,214.44934,-0.1369476318359375
577,200.0,11.6,29.9,577.0,8571.4,50.0,50.0,214.31358,-0.1357574462890625
578,200.0,11.6,29.9,578.0,8571.4,50.0,50.0,214.17911,-0.1344757080078125
579,200.0,11.6,29.9,579.0,8571.4,50.0,50.0,214.04587,-0.13323974609375
580,200.0,11.6,29.9,580.0,8571.4,50.0,50.0,213.91382,-0.132049560546875
581,200.0,11.6,29.9,581.0,8571.4,50.0,50.0,213.783,-0.1308135986328125
582,200.0,11.6,29.9,582.0,8571.4,50.0,50.0,213.65334,-0.129669189453125
583,200.0,11.6,29.9,583.0,8571.4,50.0,50.0,213.52489,-0.128448486328125
584,200.0,11.6,29.9,584.0,8571.4,50.0,50.0,213.3976,-0.127288818359375
585,200.0,11.6,29.9,585.0,8571.4,50.0,50.0,213.27151,-0.1260833740234375
586,200.0,11.6,29.9,586.0,8571.4,50.0,50.0,213.14655,-0.124969482421875
587,200.0,11.6,29.9,587.0,8571.4,50.0,50.0,213.02274,-0.123809814453125
588,200.0,11.6,29.9,588.0,8571.4,50.0,50.0,212.90007,-0.1226654052734375
589,200.0,11.6,29.9,589.0,8571.4,50.0,50.0,212.7785,-0.1215667724609375
590,200.0,11.6,29.9,590.0,8571.4,50.0,50.0,212.6581,-0.1204071044921875
591,200.0,11.6,29.9,591.0,8571.4,50.0,50.0,212.53873,-0.1193695068359375
592,200.0,11.6,29.9,592.0,8571.4,50.0,50.0,212.4205,-0.11822509765625
593,200.0,11.6,29.9,593.0,8571.4,50.0,50.0,212.30338,-0.11712646484375
594,200.0,11.6,29.9,594.0,8571.4,50.0,50.0,212.18729,-0.1160888671875
595,200.0,11.6,29.9,595.0,8571.4,50.0,50.0,212.07231,-0.1149749755859375
596,200.0,11.6,29.9,596.0,8571.4,50.0,50.0,211.95836,-0.11395263671875
597,200.0,11.6,29.9,597.0,8571.4,50.0,50.0,211.84547,-0.112884521484375
598,200.0,11.6,29.9,598.0,8571.4,50.0,50.0,211.73363,-0.111846923828125
599,200.0,11.6,29.9,599.0,8571.4,50.0,50.0,211.62279,-0.11083984375
600,200.0,11.6,29.9,600.0,8571.4,50.0,50.0,211.513,-0.1097869873046875
601,200.0,11.6,29.9,601.0,8571.4,50.0,50.0,211.40419,-0.1088104248046875
602,200.0,11.6,29.9,602.0,8571.4,50.0,50.0,211.29643,-0.107757568359375
603,200.0,11.6,29.9,603.0,8571.4,50.0,50.0,211.18964,-0.1067962646484375
604,200.0,11.6,29.9,604.0,8571.4,50.0,50.0,211.08385,-0.1057891845703125
605,200.0,11.6,29.9,605.0,8571.4,50.0,50.0,210.979,-0.1048431396484375
606,200.0,11.6,29.9,606.0,8571.4,50.0,50.0,210.87515,-0.103851318359375
607,200.0,11.6,29.9,607.0,8571.4,50.0,50.0,210.77228,-0.102874755859375
608,200.0,11.6,29.9,608.0,8571.4,50.0,50.0,210.67032,-0.101959228515625
609,200.0,11.6,29.9,609.0,8571.4,50.0,50.0,210.56543,-0.104888916015625
610,200.0,11.6,29.9,610.0,8571.4,50.0,50.0,210.46063,-0.10479736328125
611,200.0,11.6,29.9,611.0,8571.4,50.0,50.0,210.35683,-0.1038055419921875
612,200.0,11.6,29.9,612.0,8571.4,50.0,50.0,210.25406,-0.1027679443359375
613,200.0,11.6,29.9,613.0,8571.4,50.0,50.0,210.15228,-0.101776123046875
614,200.0,11.6,29.9,614.0,8571.4,50.0,50.0,210.05148,-0.100799560546875
615,200.0,11.6,29.9,615.0,8571.4,50.0,50.0,209.95169,-0.09979248046875
