211,11.6,29.9,175,8571.4,50,50,-19.85083147,,,,,,,,,,,,
211,11.6,29.9,200,8571.4,50,50,119.5798519,,,,,,,,,,,,
211,11.6,29.9,225,8571.4,50,50,134.2260956,,,,,,,,,,,,
211,11.6,29.9,250,8571.4,50,50,176.8859217,,,,,,,,,,,,
211,11.6,29.9,0,0,0,0,0,,,,,,,,,,,,
211,11.6,29.9,100,0,0,0,0,,,,,,,,,,,,
211,11.6,29.9,200,0,0,0,0,,,,,,,,,,,,
211,11.6,29.9,300,0,0,0,0,,,,,,,,,,,,
211,11.6,29.9,400,0,0,0,0,,,,,,,,,,,,
211,11.6,29.9,500,0,0,0,0,,,,,,,,,,,,
211,11.6,29.9,600,0,0,0,0,,,,,,,,,,,,
211,11.6,29.9,700,0,0,0,0,,,,,,,,,,,,
211,11.6,29.9,800,0,0,0,0,,,,,,,,,,,,
211,11.6,29.9,900,0,0,0,0,,,,,,,,,,,,
211,11.6,29.9,1000,0,0,0,0,,,,,,,,,,,,
684,9.66,17.42,0,0,0,0,0,,,,,,,,,,,,
684,9.66,17.42,100,0,0,0,0,,,,,,,,,,,,
684,9.66,17.42,200,0,0,0,0,,,,,,,,,,,,
684,9.66,17.42,300,0,0,0,0,,,,,,,,,,,,
684,9.66,17.42,400,0,0,0,0,,,,,,,,,,,,
684,9.66,17.42,500,0,0,0,0,,,,,,,,,,,,
684,9.66,17.42,600,0,0,0,0,,,,,,,,,,,,
684,9.66,17.42,700,0,0,0,0,,,,,,,,,,,,
684,9.66,17.42,800,0,0,0,0,,,,,,,,,,,,
684,9.66,17.42,900,0,0,0,0,,,,,,,,,,,,
684,9.66,17.42,1000,0,0,0,0,,,,,,,,,,,,
160,9.42,16.35,100,8571.4,30,30,-869.8497342,,,,,,,,,,,,
160,9.42,16.35,200,8571.4,30,30,-593.0310462,,,,,,,,,,,,
160,9.42,16.35,300,8571.4,30,30,-465.7509176,,,,,,,,,,,,
160,9.42,16.35,400,8571.4,30,30,-480.7557728,,,,,,,,,,,,
160,9.42,16.35,500,8571.4,30,30,-433.0591353,,,,,,,,,,,,
160,9.42,16.35,10,8571.4,10,30,-1421.589998,,,,,,,,,,,,
160,9.42,16.35,100,8571.4,10,30,-1091.721281,,,,,,,,,,,,
160,9.42,16.35,200,8571.4,10,30,-711.2065702,,,,,,,,,,,,
160,9.42,16.35,300,8571.4,10,30,-477.8064155,,,,,,,,,,,,
160,9.42,16.35,400,8571.4,10,30,-246.819511,,,,,,,,,,,,
160,9.42,16.35,500,8571.4,10,30,-263.0302232,,,,,,,,,,,,
314,17.62,18.84,0,8571.4,50,50,-1324,,,,,,,,,,,,
684,9.66,17.42,0,40000,20,8,-1209.793734,,,,,,,,,,,,
684,9.66,17.42,10,40000,20,8,-1218.015666,,,,,,,,,,,,
684,9.66,17.42,30,40000,20,8,-1087.467363,,,,,,,,,,,,
684,9.66,17.42,50,40000,20,8,-813.3159269,,,,,,,,,,,,
684,9.66,17.42,75,40000,20,8,-567.8851175,,,,,,,,,,,,
684,9.66,17.42,100,40000,20,8,-270.2349869,,,,,,,,,,,,
684,9.66,17.42,150,40000,20,8,-100.5221932,,,,,,,,,,,,
684,9.66,17.42,200,40000,20,8,35.24804178,,,,,,,,,,,,
684,9.66,17.42,250,40000,20,8,298.9556136,,,,,,,,,,,,
684,9.66,17.42,400,40000,20,8,220.6266319,,,,,,,,,,,,
684,9.66,17.42,500,40000,20,8,199.7389034,,,,,,,,,,,,
